y_variable,feature,mean_abs_shap
PHLTH,Fire,0.10922217207042043
PHLTH,Flooding,0.06287411583314714
PHLTH,Garbage,0.08531406442154271
PHLTH,Graffiti,0.15275318985402772
PHLTH,HazardousMaterials,0.016610526011174832
PHLTH,Homelessness,0.2192038672615221
PHLTH,Household,0.06177803081293225
PHLTH,IllegalDumping,0.5934876941321968
PHLTH,Noise,0.2349626812421694
PHLTH,Parks,0.05657606581843808
PHLTH,Recycling,0.0962562845808346
PHLTH,Rodents,0.10112464132421843
PHLTH,Sewage,0.07851346502118331
PHLTH,SnowRemoval,0.06772131280826042
PHLTH,StormwaterDrainage,0.03127013649273569
PHLTH,StreetConditions,0.1477217151678057
PHLTH,Streetlights,0.1211913850974072
PHLTH,TrafficSignals,0.05701488649028856
PHLTH,Transportation,0.26618524587083014
PHLTH,Trees,0.4386146481111878
PHLTH,UnsanitaryConditions,0.04120802298284775
PHLTH,Water,0.1915463887266691
ACCESS2,TotalPopulation,0.10380178296945237
ACCESS2,PercentMale,0.2858849945377896
ACCESS2,PercentElderly,1.4973729180360036
ACCESS2,PercentWhite,2.0803458808857114
ACCESS2,AirQuality,0.18880478632613923
ACCESS2,Animals,0.5706454227785048
ACCESS2,Building,0.3474630701916125
ACCESS2,CodeEnforcement,0.3331976362498096
ACCESS2,Construction,0.07145840105516439
ACCESS2,Fire,0.20852577274575027
ACCESS2,Flooding,0.1650555762017229
ACCESS2,Garbage,0.24498135169793206
ACCESS2,Graffiti,0.8410137265209856
ACCESS2,HazardousMaterials,0.033504458379077645
ACCESS2,Homelessness,0.33002325508811137
ACCESS2,Household,0.09057707612654727
ACCESS2,IllegalDumping,0.8833778071317686
ACCESS2,Noise,0.47571568716472934
ACCESS2,Parks,0.0942230162676114
ACCESS2,Recycling,0.2964336288967155
ACCESS2,Rodents,0.09423197215555061
ACCESS2,Sewage,0.1528509810912124
ACCESS2,SnowRemoval,0.09899006146903716
ACCESS2,StormwaterDrainage,0.08697550148029103
ACCESS2,StreetConditions,0.26055949121752653
ACCESS2,Streetlights,0.15479531817136377
ACCESS2,TrafficSignals,0.1097079096605366
ACCESS2,Transportation,0.4763988109586081
ACCESS2,Trees,0.84893973971746
ACCESS2,UnsanitaryConditions,0.07147414747504943
ACCESS2,Water,0.3084890234352054
CHECKUP,TotalPopulation,0.06267741787024303
CHECKUP,PercentMale,0.22507889906071718
CHECKUP,PercentElderly,1.3597826409246871
CHECKUP,PercentWhite,1.8856909691688437
CHECKUP,AirQuality,0.037404882489863976
CHECKUP,Animals,0.2080332244725837
CHECKUP,Building,0.4321905703197859
CHECKUP,CodeEnforcement,0.4111794229967728
CHECKUP,Construction,0.10861923593247949
CHECKUP,Fire,0.06053839015874303
CHECKUP,Flooding,0.06832215474318738
CHECKUP,Garbage,2.834880479064494
CHECKUP,Graffiti,0.7656498768573454
CHECKUP,HazardousMaterials,0.017500635898714083
CHECKUP,Homelessness,0.10045208521858344
CHECKUP,Household,0.10342334099678296
CHECKUP,IllegalDumping,0.07490178311561857
CHECKUP,Noise,0.07909174169464392
CHECKUP,Parks,0.023884896467112955
CHECKUP,Recycling,0.08742296828444909
CHECKUP,Rodents,0.24025511785039969
CHECKUP,Sewage,0.6323250349165681
CHECKUP,SnowRemoval,0.08741338426044021
CHECKUP,StormwaterDrainage,0.2641466255593955
CHECKUP,StreetConditions,0.0571691145681148
CHECKUP,Streetlights,0.08176450884858774
CHECKUP,TrafficSignals,0.4959599602231856
CHECKUP,Transportation,0.10798473787106207
CHECKUP,Trees,0.13071145661213296
CHECKUP,UnsanitaryConditions,0.04387188153635108
CHECKUP,Water,0.07733150089760556
CHOLSCREEN,TotalPopulation,0.06648945649379479
CHOLSCREEN,PercentMale,0.15287499022404244
CHOLSCREEN,PercentElderly,1.9365974783458113
CHOLSCREEN,PercentWhite,0.6132359078353854
CHOLSCREEN,AirQuality,0.1373783300334518
CHOLSCREEN,Animals,0.10838768727400974
CHOLSCREEN,Building,0.2322733805577495
CHOLSCREEN,CodeEnforcement,0.22493988142949567
CHOLSCREEN,Construction,0.06395559931024737
CHOLSCREEN,Fire,0.12363456727665385
CHOLSCREEN,Flooding,0.24724292728118452
CHOLSCREEN,Garbage,0.12507817115781422
CHOLSCREEN,Graffiti,0.6304167764077746
CHOLSCREEN,HazardousMaterials,0.02218584393268012
CHOLSCREEN,Homelessness,0.16335504321991506
CHOLSCREEN,Household,0.4720605923640505
CHOLSCREEN,IllegalDumping,0.3068932043369808
CHOLSCREEN,Noise,0.2693822563022852
CHOLSCREEN,Parks,0.04302621256493926
CHOLSCREEN,Recycling,0.2869407563417544
CHOLSCREEN,Rodents,0.15626006963670402
CHOLSCREEN,Sewage,0.11628571040533184
CHOLSCREEN,SnowRemoval,0.19375866288949067
CHOLSCREEN,StormwaterDrainage,0.11727479663503937
CHOLSCREEN,StreetConditions,0.1386735262919796
CHOLSCREEN,Streetlights,0.09873803227418446
CHOLSCREEN,TrafficSignals,0.09751596712423971
CHOLSCREEN,Transportation,0.188971188081062
CHOLSCREEN,Trees,0.5179030199109627
CHOLSCREEN,UnsanitaryConditions,0.05539814546133966
CHOLSCREEN,Water,0.16140051310392367
DENTAL,TotalPopulation,0.18023806424466876
DENTAL,PercentMale,0.33171914594110696
DENTAL,PercentElderly,1.5233044782042833
DENTAL,PercentWhite,5.771178306209703
DENTAL,AirQuality,0.30397803187056516
DENTAL,Animals,0.58528651690049
DENTAL,Building,1.0464799383702614
DENTAL,CodeEnforcement,0.3128915032108656
DENTAL,Construction,0.08987849348172539
DENTAL,Fire,0.325394034489379
DENTAL,Flooding,0.20077176714211836
DENTAL,Garbage,0.2305694208866948
DENTAL,Graffiti,0.8325024583455803
DENTAL,HazardousMaterials,0.04932806974769339
DENTAL,Homelessness,0.445162527769805
DENTAL,Household,0.2460718194131557
DENTAL,IllegalDumping,1.6305864915128663
DENTAL,Noise,0.32539484028004784
DENTAL,Parks,0.14561828529167284
DENTAL,Recycling,0.3924058286041069
DENTAL,Rodents,0.19196176645314053
DENTAL,Sewage,0.2606641556395607
DENTAL,SnowRemoval,0.09624315272558899
DENTAL,StormwaterDrainage,0.15429363175283414
DENTAL,StreetConditions,0.4600218776438602
DENTAL,Streetlights,0.3020459385805784
DENTAL,TrafficSignals,0.1502793307946459
DENTAL,Transportation,0.6799757942898068
DENTAL,Trees,1.1208078958570833
DENTAL,UnsanitaryConditions,0.10792999034730803
DENTAL,Water,0.42744300555787246
