,TractFIPS,TotalPopulation,PercentMale,PercentElderly,PercentWhite,City
4114,36081046800.0,3.34,47.2,15.1,3.8,New York
4115,36081046900.0,8.207,42.6,12.9,12.2,New York
4116,36081047000.0,3.197,46.3,15.8,5.7,New York
4117,36081047100.0,4.32,48.4,12.2,8.4,New York
4118,36081047200.0,3.664,47.3,28.3,25.7,New York
4119,36081047300.0,4.328,46.0,17.1,19.8,New York
4120,36081047500.0,4.301,48.8,8.8,13.5,New York
4121,36081047600.0,1.419,51.7,25.1,33.3,New York
4122,36081047800.0,4.925,52.3,20.7,18.9,New York
4123,36081047900.0,5.115,50.0,16.2,15.6,New York
4124,36081048000.0,2.293,52.0,19.9,13.8,New York
4125,36081048100.0,6.434,51.1,17.8,16.6,New York
4126,36081048200.0,1.427,52.6,18.9,10.2,New York
4127,36081048300.0,3.888,52.5,7.8,19.9,New York
4128,36081048400.0,5.14,48.8,11.6,5.3,New York
4129,36081048500.0,4.366,49.5,13.8,12.4,New York
4130,36081048900.0,1.61,56.9,14.8,26.5,New York
4131,36081049200.0,5.444,50.4,14.5,10.4,New York
4132,36081049301.0,2.209,45.5,16.8,50.3,New York
4133,36081049302.0,3.068,46.6,16.1,63.0,New York
4134,36081049500.0,1.515,46.1,15.0,83.3,New York
4135,36081049600.0,3.146,51.7,17.3,9.5,New York
4136,36081049700.0,3.131,53.7,9.3,50.5,New York
4137,36081049900.0,5.26,47.6,12.1,19.2,New York
4138,36081050000.0,4.279,53.6,13.4,8.0,New York
4139,36081050201.0,1.384,44.4,13.4,2.5,New York
4140,36081050202.0,1.421,43.9,10.1,1.7,New York
4141,36081050400.0,1.818,41.5,14.1,5.5,New York
4142,36081050500.0,1.529,45.3,12.2,49.5,New York
4143,36081050600.0,1.421,42.5,18.2,2.5,New York
4144,36081050700.0,4.102,44.1,12.6,54.9,New York
4145,36081050800.0,2.008,50.5,16.9,2.8,New York
4146,36081051000.0,1.816,42.5,15.4,4.4,New York
4147,36081051100.0,2.29,46.1,15.6,71.6,New York
4148,36081051200.0,2.512,46.1,14.3,0.6,New York
4149,36081051300.0,2.439,47.1,10.3,72.0,New York
4150,36081051500.0,3.446,49.0,11.3,76.7,New York
4151,36081051600.0,2.183,54.9,15.4,10.4,New York
4152,36081051700.0,2.007,47.8,14.3,87.4,New York
4153,36081051800.0,2.181,43.4,15.2,1.1,New York
4154,36081052000.0,1.41,41.8,16.0,2.6,New York
4155,36081052100.0,2.253,51.6,14.7,83.3,New York
4156,36081052200.0,1.76,47.4,15.0,0.0,New York
4157,36081052400.0,1.988,47.2,9.9,7.5,New York
4158,36081052500.0,2.543,52.1,10.7,68.7,New York
4159,36081052600.0,1.933,46.4,12.7,7.3,New York
4160,36081052800.0,1.434,42.0,14.5,0.0,New York
4161,36081053000.0,2.473,47.4,13.2,1.7,New York
4162,36081053100.0,3.417,51.8,10.4,71.4,New York
4163,36081053200.0,1.996,45.6,15.2,0.8,New York
4164,36081053401.0,2.125,45.8,17.2,9.5,New York
4165,36081053500.0,1.432,53.7,7.3,71.3,New York
4166,36081053601.0,2.099,46.3,13.4,5.2,New York
4167,36081053800.0,1.781,47.4,12.4,0.8,New York
4168,36081053900.0,4.433,50.6,12.0,66.4,New York
4169,36081054000.0,4.29,45.7,11.4,1.0,New York
4170,36081054200.0,4.737,47.3,14.6,24.0,New York
4171,36081054500.0,4.039,51.0,3.8,77.7,New York
4172,36081054700.0,5.048,53.5,6.2,75.7,New York
4173,36081054800.0,2.354,50.5,13.4,7.7,New York
4174,36081054900.0,6.437,54.7,6.1,76.5,New York
4175,36081055100.0,4.244,46.3,8.6,76.5,New York
4176,36081055200.0,2.955,45.5,18.3,17.0,New York
4177,36081055300.0,2.786,45.8,7.1,59.5,New York
4178,36081055400.0,2.53,48.1,15.5,27.0,New York
4179,36081055500.0,2.335,52.4,6.4,75.3,New York
4180,36081055600.0,2.282,47.5,17.2,18.1,New York
4181,36081055700.0,4.275,46.8,7.0,85.9,New York
4182,36081055800.0,1.702,45.2,19.9,16.5,New York
4183,36081055900.0,1.184,51.8,5.7,68.6,New York
4184,36081056000.0,1.809,50.4,17.2,29.3,New York
4185,36081056200.0,1.631,49.5,16.4,28.3,New York
4186,36081056400.0,1.178,49.7,24.3,24.4,New York
4187,36081056500.0,1.569,54.9,7.4,71.6,New York
4188,36081056600.0,1.316,51.5,19.8,18.9,New York
4189,36081056700.0,5.175,53.3,12.6,78.8,New York
4190,36081056800.0,5.039,48.7,14.5,8.1,New York
4191,36081057700.0,4.169,45.9,16.6,88.0,New York
4192,36081057900.0,1.643,49.8,10.3,83.7,New York
4193,36081058000.0,4.14,47.1,17.8,3.9,New York
4194,36081058100.0,3.048,52.1,8.6,89.7,New York
4195,36081058200.0,4.838,44.7,18.0,2.7,New York
4196,36081058300.0,3.736,49.0,10.7,74.0,New York
4197,36081058500.0,4.464,48.9,6.7,77.5,New York
4198,36081058700.0,3.55,46.5,10.3,83.5,New York
4199,36081058900.0,5.296,49.6,8.0,87.7,New York
4200,36081059000.0,1.466,35.8,23.1,7.9,New York
4201,36081059100.0,5.736,47.3,10.8,79.8,New York
4202,36081059200.0,1.516,47.2,15.1,0.7,New York
4203,36081059300.0,4.217,51.3,14.7,83.1,New York
4204,36081059400.0,1.768,48.8,23.5,0.7,New York
4205,36081059500.0,5.533,46.4,8.3,75.0,New York
4206,36081059600.0,1.272,44.8,27.3,1.4,New York
4207,36081059800.0,1.798,47.5,14.4,1.7,New York
4208,36081059900.0,1.255,50.5,29.2,85.2,New York
4209,36081060000.0,1.102,47.5,22.3,0.7,New York
4210,36081060100.0,2.324,47.4,10.7,74.8,New York
4211,36081060300.0,2.095,49.3,9.3,86.0,New York
4212,36081060600.0,1.351,36.4,24.9,0.4,New York
4213,36081060800.0,1.564,48.3,19.2,4.9,New York
4214,36081061000.0,1.551,49.0,15.3,0.6,New York
4215,36081061200.0,2.022,42.6,22.1,0.2,New York
4216,36081061301.0,5.742,49.6,11.0,82.0,New York
4217,36081061400.0,1.414,51.2,21.4,0.2,New York
4218,36081061601.0,2.145,48.4,21.8,6.1,New York
4219,36081061602.0,1.118,49.2,21.0,3.9,New York
4220,36081061800.0,1.796,45.2,19.8,5.2,New York
4221,36081061900.0,2.683,53.4,15.5,92.0,New York
4222,36081062000.0,1.431,45.2,19.1,3.0,New York
4223,36081062100.0,2.896,44.1,11.7,80.5,New York
4224,36081062200.0,2.083,50.2,21.0,5.4,New York
4225,36081062300.0,2.246,50.2,12.4,90.4,New York
4226,36081062500.0,2.692,51.0,11.8,92.5,New York
4227,36081062600.0,2.805,48.8,16.6,2.2,New York
4228,36081062700.0,2.944,54.2,13.1,93.6,New York
4229,36081062900.0,3.034,48.9,14.0,80.8,New York
4230,36081063000.0,1.503,53.0,18.7,1.7,New York
4231,36081063200.0,2.601,46.9,17.4,3.0,New York
4232,36081063301.0,1.704,48.4,12.3,91.8,New York
4233,36081063302.0,1.475,47.1,15.1,94.0,New York
4234,36081063500.0,2.551,45.2,17.4,86.8,New York
4235,36081063700.0,3.432,50.8,18.1,87.8,New York
4236,36081063800.0,3.516,47.0,17.0,7.5,New York
4237,36081063900.0,3.043,44.7,14.3,71.1,New York
4238,36081064101.0,2.388,50.5,22.3,72.9,New York
4239,36081064500.0,1.927,48.5,17.7,64.4,New York
4240,36081064600.0,2.976,49.6,19.4,1.4,New York
4241,36081065000.0,2.742,47.7,16.5,3.5,New York
4242,36081065400.0,3.782,44.4,9.9,13.9,New York
4243,36081065600.0,4.966,42.8,14.2,5.7,New York
4244,36081065702.0,1.802,47.4,18.7,83.7,New York
4245,36081065703.0,2.746,45.3,15.8,90.4,New York
4246,36081065900.0,1.884,44.2,17.0,86.1,New York
4247,36081066000.0,3.318,45.4,16.9,6.1,New York
4248,36081066100.0,1.647,44.4,23.0,93.1,New York
4249,36081066300.0,2.771,47.3,22.1,78.9,New York
4250,36081066400.0,9.98,45.3,12.6,4.4,New York
4251,36081066501.0,4.149,49.4,17.9,82.1,New York
4252,36081066701.0,2.8,41.5,16.5,87.4,New York
4253,36081066900.0,1.642,45.2,16.6,90.9,New York
4254,36081067100.0,2.455,45.8,20.0,67.9,New York
4255,36081067700.0,1.883,44.3,20.4,84.8,New York
4256,36081067900.0,4.344,49.4,18.3,61.0,New York
4257,36081068000.0,5.299,46.6,14.4,0.8,New York
4258,36081068300.0,3.97,50.2,23.1,23.6,New York
4259,36081068700.0,4.188,42.1,21.8,47.7,New York
4260,36081069000.0,3.752,43.3,14.8,3.1,New York
4261,36081069300.0,3.151,45.2,17.5,38.5,New York
4262,36081069400.0,3.455,42.9,16.8,5.9,New York
4263,36081069500.0,2.211,48.0,21.4,61.3,New York
4264,36081069701.0,4.322,45.7,14.3,55.6,New York
4265,36081069702.0,3.518,48.4,23.3,51.6,New York
4266,36081070300.0,2.103,45.4,22.5,56.4,New York
4267,36081070700.0,2.547,50.5,23.6,54.7,New York
4268,36081070900.0,2.869,46.5,15.7,51.0,New York
4269,36081071100.0,6.448,48.5,19.1,62.5,New York
4270,36081071303.0,5.431,49.2,18.0,70.6,New York
4271,36081071304.0,6.054,48.1,25.1,66.0,New York
4272,36081071305.0,4.862,43.9,15.6,64.3,New York
4273,36081071306.0,6.361,47.3,13.7,56.8,New York
4274,36081071701.0,4.805,50.3,24.2,53.8,New York
4275,36081071702.0,3.915,45.4,22.0,33.0,New York
4276,36081071900.0,2.438,46.3,20.7,55.0,New York
4277,36081072100.0,4.579,44.6,23.8,66.3,New York
4278,36081072300.0,2.05,45.7,24.4,61.6,New York
4279,36081072900.0,1.437,47.9,17.4,52.6,New York
4280,36081073100.0,1.507,42.2,19.6,64.9,New York
4281,36081073700.0,1.93,45.5,23.7,62.5,New York
4282,36081073900.0,5.425,45.9,24.6,56.9,New York
4283,36081074100.0,3.06,41.7,25.7,64.2,New York
4284,36081074300.0,4.082,47.1,20.2,58.0,New York
4285,36081074500.0,4.014,52.5,21.3,68.7,New York
4286,36081074700.0,3.705,41.7,17.9,44.0,New York
4287,36081074900.0,1.429,47.5,19.2,74.5,New York
4288,36081075701.0,5.022,43.7,20.9,55.4,New York
4289,36081075702.0,4.898,43.4,21.0,55.7,New York
4290,36081076901.0,4.407,48.6,12.5,54.8,New York
4291,36081076902.0,1.186,46.5,17.2,63.0,New York
4292,36081077300.0,2.093,50.8,24.3,68.3,New York
4293,36081077500.0,2.234,50.7,22.5,82.9,New York
4294,36081077902.0,4.829,51.4,13.5,82.3,New York
4295,36081077903.0,3.166,49.9,14.6,70.8,New York
4296,36081077904.0,5.781,45.5,15.6,61.7,New York
4297,36081077905.0,2.626,43.7,23.8,49.0,New York
4298,36081077906.0,3.388,50.1,19.4,53.7,New York
4299,36081077907.0,3.5,55.4,9.0,81.5,New York
4300,36081077908.0,3.76,61.1,8.5,39.4,New York
4301,36081078800.0,1.865,53.5,13.7,4.8,New York
4302,36081079000.0,2.633,49.5,8.5,2.3,New York
4303,36081079200.0,2.414,49.4,10.6,2.4,New York
4304,36081079701.0,6.676,41.0,24.2,7.7,New York
4305,36081079702.0,4.502,48.6,16.3,13.2,New York
4306,36081079900.0,3.101,53.0,14.8,19.0,New York
4307,36081080301.0,3.859,49.9,13.1,14.6,New York
4308,36081080302.0,3.476,49.3,19.8,28.3,New York
4309,36081080900.0,7.24,40.8,18.4,49.1,New York
4310,36081081400.0,4.117,51.3,8.0,10.3,New York
4311,36081081800.0,3.909,51.0,12.5,14.3,New York
4312,36081083700.0,5.283,49.7,15.1,11.8,New York
4313,36081083800.0,5.26,51.2,12.1,28.6,New York
4314,36081084000.0,6.027,44.3,15.3,14.0,New York
4315,36081084500.0,4.863,47.3,28.2,13.6,New York
4316,36081084601.0,3.268,48.8,10.7,22.3,New York
4317,36081084900.0,6.909,49.2,12.8,3.8,New York
4318,36081085300.0,5.563,42.3,18.7,5.7,New York
4319,36081085500.0,6.772,45.6,17.7,12.8,New York
4320,36081085700.0,5.171,48.4,22.0,11.6,New York
4321,36081085900.0,5.492,47.5,15.0,15.5,New York
4322,36081086100.0,2.032,47.6,25.9,17.2,New York
4323,36081086300.0,6.613,43.5,16.0,15.3,New York
4324,36081086400.0,2.727,49.8,12.0,26.1,New York
4325,36081086500.0,4.311,42.9,20.4,12.6,New York
4326,36081086900.0,1.771,46.3,12.5,2.8,New York
4327,36081087100.0,2.643,44.4,19.8,7.4,New York
4328,36081088400.0,8.345,50.7,19.4,86.9,New York
4329,36081088901.0,9.626,44.9,17.0,15.2,New York
4330,36081089200.0,7.916,48.0,28.1,92.6,New York
4331,36081090700.0,1.434,50.1,18.8,34.9,New York
4332,36081091601.0,3.674,44.4,26.5,95.0,New York
4333,36081091900.0,5.309,51.6,21.3,24.1,New York
4334,36081092200.0,2.02,47.2,28.9,97.5,New York
4335,36081092500.0,3.47,52.8,15.2,28.5,New York
4336,36081092800.0,3.594,53.1,16.8,98.2,New York
4337,36081093401.0,3.734,49.4,20.4,91.2,New York
4338,36081093402.0,4.403,48.6,18.8,78.9,New York
4339,36081093800.0,5.023,52.2,29.7,78.0,New York
4340,36081094201.0,3.236,57.5,10.1,44.2,New York
4341,36081094202.0,4.806,49.0,9.8,37.0,New York
4342,36081094500.0,3.654,51.9,22.5,54.2,New York
4343,36081094700.0,2.202,52.7,14.7,47.9,New York
4344,36081095400.0,6.045,45.7,11.0,19.7,New York
4345,36081096400.0,6.573,50.4,12.7,21.6,New York
4346,36081097203.0,7.356,47.1,7.5,20.0,New York
4347,36081097204.0,3.884,40.9,20.5,21.4,New York
4348,36081097300.0,1.763,46.1,27.6,82.5,New York
4349,36081098100.0,2.236,50.4,21.6,75.7,New York
4350,36081098700.0,2.434,47.2,16.0,87.8,New York
4351,36081099100.0,7.204,46.0,29.7,83.3,New York
4352,36081099200.0,4.339,48.9,10.3,23.1,New York
4353,36081099701.0,2.922,40.7,24.6,74.9,New York
4354,36081099703.0,3.746,40.9,29.0,48.7,New York
4355,36081099704.0,6.847,42.1,34.9,66.8,New York
4356,36081099705.0,2.47,52.1,21.9,48.5,New York
4357,36081099801.0,8.592,44.3,10.3,11.5,New York
4358,36081100801.0,2.525,50.9,15.6,45.0,New York
4359,36081100802.0,8.976,50.9,9.6,45.5,New York
4360,36081101001.0,12.253,44.9,16.9,37.6,New York
4361,36081101002.0,4.359,53.5,19.8,79.0,New York
4362,36081101700.0,6.005,45.0,21.3,62.1,New York
4363,36081102900.0,3.598,47.9,27.2,72.0,New York
4364,36081103201.0,6.509,43.5,5.7,26.3,New York
4365,36081103202.0,8.121,51.4,11.0,68.6,New York
4366,36081103300.0,4.577,50.3,19.7,63.7,New York
4367,36081103900.0,6.283,45.7,18.8,53.6,New York
4368,36081104700.0,6.755,51.2,21.0,34.8,New York
4369,36081105900.0,3.907,48.6,23.5,60.5,New York
4370,36081107201.0,2.32,53.2,15.3,89.9,New York
4371,36081108500.0,2.337,48.1,20.2,53.0,New York
4372,36081109300.0,2.937,49.8,24.0,50.5,New York
4373,36081109700.0,1.598,50.4,19.1,62.8,New York
4374,36081109900.0,3.058,52.5,23.5,43.2,New York
4375,36081111300.0,2.526,52.0,22.2,54.9,New York
4376,36081112300.0,2.058,48.5,11.0,50.6,New York
4377,36081112900.0,2.085,44.5,20.6,61.3,New York
4378,36081113300.0,1.603,50.4,19.8,68.4,New York
4379,36081113900.0,3.356,47.9,17.6,44.2,New York
4380,36081114100.0,2.362,47.4,24.2,49.7,New York
4381,36081114700.0,1.726,51.4,20.9,50.0,New York
4382,36081115500.0,2.15,49.0,14.2,20.9,New York
4383,36081115700.0,3.207,51.6,27.0,18.5,New York
4384,36081115900.0,4.256,48.3,16.7,13.2,New York
4385,36081116100.0,4.301,43.1,29.8,13.5,New York
4386,36081116300.0,9.346,43.7,21.6,16.0,New York
4387,36081116700.0,1.676,53.3,9.1,9.1,New York
4388,36081117100.0,2.359,52.1,16.3,36.8,New York
4389,36081117500.0,4.83,48.7,23.6,45.0,New York
4390,36081118100.0,1.53,43.9,15.4,43.0,New York
4391,36081118500.0,1.978,49.7,15.8,17.6,New York
4392,36081118700.0,2.484,48.9,16.6,26.4,New York
4393,36081118900.0,2.05,57.8,18.8,24.8,New York
4394,36081119100.0,2.985,49.1,11.6,23.1,New York
4395,36081119300.0,1.978,46.3,16.6,21.3,New York
4396,36081119500.0,1.453,48.4,13.9,40.2,New York
4397,36081119900.0,1.517,54.7,20.4,17.4,New York
4398,36081120100.0,1.559,47.1,10.4,14.5,New York
4399,36081120300.0,1.573,57.8,25.4,17.1,New York
4400,36081120500.0,2.568,47.7,31.1,9.2,New York
4401,36081120700.0,3.097,50.0,21.1,38.0,New York
4402,36081121500.0,4.447,48.1,16.1,27.8,New York
4403,36081122300.0,3.438,45.9,19.6,36.6,New York
4404,36081122701.0,11.356,45.0,14.0,39.6,New York
4405,36081122702.0,7.519,42.3,17.8,33.3,New York
4406,36081124100.0,3.666,47.1,19.3,34.9,New York
4407,36081124700.0,3.508,49.1,19.0,44.1,New York
4408,36081126500.0,1.743,49.6,15.5,36.5,New York
4409,36081126700.0,4.716,42.1,6.2,39.7,New York
4410,36081127700.0,3.615,48.4,18.6,78.8,New York
4411,36081129102.0,3.912,54.0,18.9,61.8,New York
4412,36081129103.0,3.887,52.3,21.9,65.8,New York
4413,36081129104.0,4.455,43.8,18.6,58.2,New York
4414,36081130100.0,4.204,45.9,21.6,45.2,New York
4415,36081133300.0,3.896,50.8,17.8,49.4,New York
4416,36081133900.0,1.302,41.8,22.2,70.0,New York
4417,36081134100.0,3.358,54.1,21.9,42.6,New York
4418,36081134700.0,10.944,45.7,13.4,23.8,New York
4419,36081136700.0,5.846,48.1,23.2,38.6,New York
4420,36081137700.0,7.123,48.0,14.5,26.6,New York
4421,36081138501.0,4.617,52.8,15.9,35.7,New York
4422,36081139900.0,1.666,48.4,22.2,36.0,New York
4423,36081140300.0,2.344,46.1,19.5,36.5,New York
4424,36081140902.0,2.787,48.0,20.6,27.4,New York
4425,36081141700.0,4.871,48.1,21.6,32.7,New York
4426,36081142900.0,3.76,51.3,18.8,44.9,New York
4427,36081143500.0,2.452,48.7,19.1,33.5,New York
4428,36081144100.0,2.662,53.3,15.6,42.3,New York
4429,36081144700.0,3.109,46.9,18.9,16.7,New York
4430,36081145101.0,1.127,48.3,24.0,51.9,New York
4431,36081145102.0,2.464,44.9,14.7,28.2,New York
4432,36081145900.0,2.809,53.2,19.6,51.4,New York
4433,36081146300.0,2.979,46.7,29.3,47.2,New York
4434,36081146700.0,2.619,45.4,15.2,55.5,New York
4435,36081147100.0,3.231,52.9,24.0,48.8,New York
4436,36081147900.0,4.526,47.2,17.1,51.1,New York
4437,36081148300.0,2.9,50.3,28.3,64.7,New York
4438,36081150701.0,3.036,46.4,25.6,60.8,New York
4439,36081150702.0,3.067,47.8,29.3,59.8,New York
4440,36081152901.0,6.916,45.6,25.0,41.1,New York
4441,36081152902.0,4.955,48.9,27.7,46.4,New York
4442,36081155101.0,1.759,31.3,92.2,97.6,New York
4443,36081155102.0,8.929,46.2,21.5,52.9,New York
4444,36081156700.0,1.614,56.3,17.1,28.8,New York
4445,36081157101.0,8.406,48.2,17.4,31.6,New York
4446,36081157102.0,2.294,51.2,13.7,25.6,New York
4447,36081157901.0,5.073,46.7,21.7,33.3,New York
4448,36081157902.0,4.129,49.9,22.0,32.5,New York
4449,36081157903.0,4.741,46.8,23.4,35.1,New York
4450,36081161700.0,4.762,51.1,19.0,45.1,New York
4451,36081162100.0,6.363,50.5,11.5,31.6,New York
4452,36085000700.0,4.557,38.0,15.6,38.1,New York
4453,36085000800.0,5.238,46.9,16.2,61.6,New York
4454,36085000900.0,1.51,49.5,14.0,43.4,New York
4455,36085001100.0,3.314,46.0,10.7,32.0,New York
4456,36085001700.0,1.475,51.5,14.4,54.4,New York
4457,36085002001.0,2.502,48.6,15.4,64.7,New York
4458,36085002002.0,3.473,46.8,19.2,75.2,New York
4459,36085002700.0,1.751,48.3,22.0,47.0,New York
4460,36085002900.0,4.702,48.3,12.1,28.6,New York
4461,36085003300.0,3.751,54.3,11.5,49.5,New York
4462,36085003600.0,2.833,50.1,9.0,55.4,New York
4463,36085003900.0,2.376,46.7,13.8,65.4,New York
4464,36085004000.0,12.548,50.4,10.3,25.2,New York
4465,36085004700.0,2.805,47.0,16.6,79.8,New York
4466,36085005000.0,4.004,48.0,17.2,68.5,New York
4467,36085005900.0,3.067,44.8,17.3,81.5,New York
4468,36085006400.0,3.45,41.0,12.9,64.1,New York
4469,36085006700.0,2.468,50.8,19.0,87.4,New York
4470,36085007000.0,9.48,50.1,12.4,78.0,New York
4471,36085007400.0,4.902,47.6,15.2,68.2,New York
4472,36085007500.0,4.299,53.9,15.7,63.7,New York
4473,36085007700.0,1.526,51.1,6.4,49.9,New York
4474,36085008100.0,4.313,50.7,28.3,47.1,New York
4475,36085009601.0,4.489,47.4,24.0,83.5,New York
4476,36085009602.0,3.149,50.2,15.4,80.3,New York
4477,36085009700.0,4.535,49.6,9.6,49.7,New York
4478,36085010500.0,4.372,45.7,17.1,54.0,New York
4479,36085011201.0,6.358,48.3,16.9,88.1,New York
4480,36085011202.0,5.731,48.1,12.3,68.0,New York
4481,36085011401.0,2.971,48.6,14.7,55.6,New York
4482,36085011402.0,3.398,47.5,16.2,89.0,New York
4483,36085012100.0,3.143,48.3,19.5,84.0,New York
4484,36085012200.0,3.938,47.5,16.7,89.9,New York
4485,36085012500.0,3.047,48.5,10.2,72.3,New York
4486,36085012804.0,4.042,47.4,11.9,84.0,New York
4487,36085012805.0,2.605,48.3,15.5,93.7,New York
4488,36085012806.0,5.445,44.2,18.8,70.4,New York
4489,36085013201.0,1.48,50.1,21.6,84.4,New York
4490,36085013203.0,5.729,49.9,20.3,89.6,New York
4491,36085013204.0,4.863,47.2,17.8,94.0,New York
4492,36085013301.0,1.095,34.2,21.2,26.7,New York
4493,36085013302.0,3.096,44.6,7.7,43.1,New York
4494,36085013400.0,4.099,48.4,21.9,86.7,New York
4495,36085013800.0,6.092,47.5,23.2,91.0,New York
4496,36085014100.0,2.287,46.0,12.8,53.5,New York
4497,36085014604.0,6.866,45.0,24.9,85.4,New York
4498,36085014605.0,3.853,47.0,20.5,92.6,New York
4499,36085014606.0,5.963,48.4,12.6,95.3,New York
4500,36085014607.0,4.601,47.7,19.8,86.6,New York
4501,36085014608.0,3.477,47.9,14.4,95.1,New York
4502,36085014700.0,3.124,45.9,20.1,87.7,New York
4503,36085015100.0,5.374,50.8,14.4,88.0,New York
4504,36085015601.0,6.391,46.3,17.2,95.8,New York
4505,36085015602.0,3.242,48.6,22.1,97.5,New York
4506,36085016901.0,3.808,55.7,13.5,84.7,New York
4507,36085017005.0,5.114,46.4,18.1,86.5,New York
4508,36085017007.0,5.547,51.2,9.7,82.2,New York
4509,36085017008.0,7.795,48.3,17.2,96.0,New York
4510,36085017009.0,4.485,53.2,19.0,93.6,New York
4511,36085017010.0,9.06,42.6,15.2,91.1,New York
4512,36085017011.0,4.865,45.1,21.4,97.3,New York
4513,36085017012.0,4.321,46.8,24.2,89.8,New York
4514,36085017300.0,2.343,41.8,16.9,45.2,New York
4515,36085017600.0,4.849,50.4,17.0,96.6,New York
4516,36085017700.0,5.983,45.5,19.8,85.6,New York
4517,36085018100.0,3.055,46.6,32.6,87.7,New York
4518,36085018701.0,1.874,49.5,14.1,74.4,New York
4519,36085018702.0,7.947,41.0,21.2,68.8,New York
4520,36085018901.0,5.057,51.0,21.1,75.2,New York
4521,36085018902.0,5.504,49.6,15.9,66.2,New York
4522,36085019700.0,1.755,50.3,17.1,90.0,New York
4523,36085019800.0,7.41,51.0,13.3,92.7,New York
4524,36085020100.0,3.524,50.0,10.7,72.8,New York
4525,36085020700.0,5.499,53.8,8.5,52.1,New York
4526,36085020801.0,8.498,50.9,16.6,94.4,New York
4527,36085020803.0,7.381,52.5,18.2,93.2,New York
4528,36085020804.0,5.991,51.6,19.6,89.6,New York
4529,36085021300.0,4.681,51.5,10.2,65.4,New York
4530,36085022300.0,2.745,46.7,8.6,49.8,New York
4531,36085022600.0,8.141,46.0,11.3,95.1,New York
4532,36085023100.0,5.276,51.5,9.6,46.5,New York
4533,36085023900.0,3.853,50.7,9.6,62.2,New York
4534,36085024401.0,6.228,45.7,15.8,90.0,New York
4535,36085024402.0,4.426,50.4,16.2,93.4,New York
4536,36085024700.0,2.994,48.7,6.7,47.2,New York
4537,36085024800.0,5.039,49.7,11.5,91.0,New York
4538,36085025100.0,6.119,50.4,18.5,75.3,New York
4539,36085027301.0,3.782,47.9,22.2,61.9,New York
4540,36085027302.0,4.06,47.7,13.5,79.6,New York
4541,36085027702.0,6.893,50.2,15.9,79.4,New York
4542,36085027704.0,4.629,47.2,19.0,78.4,New York
4543,36085027705.0,5.809,49.6,16.5,66.6,New York
4544,36085027706.0,3.489,51.4,15.8,67.6,New York
4545,36085027900.0,2.219,47.0,36.7,85.9,New York
4546,36085029102.0,3.006,53.8,10.6,70.5,New York
4547,36085029103.0,8.266,50.1,14.6,75.9,New York
4548,36085029104.0,7.229,45.6,16.2,73.2,New York
4549,36085030301.0,4.972,51.3,16.5,63.4,New York
4550,36085030302.0,6.702,51.9,10.1,53.6,New York
4551,36085031901.0,2.816,46.0,10.5,38.7,New York
4552,36085031902.0,5.343,45.2,7.6,32.9,New York
4553,36085032300.0,1.073,51.5,13.5,46.6,New York
4554,42101000100.0,4.118,46.5,9.3,85.6,Philadelphia
4555,42101000200.0,2.86,54.1,11.5,22.9,Philadelphia
4556,42101000300.0,3.385,42.4,20.7,68.4,Philadelphia
4557,42101000401.0,2.516,46.6,16.6,65.2,Philadelphia
4558,42101000402.0,4.097,41.5,34.3,81.9,Philadelphia
4559,42101000600.0,1.222,44.1,9.0,80.9,Philadelphia
4560,42101000700.0,3.736,45.6,15.8,66.6,Philadelphia
4561,42101000801.0,1.514,52.7,8.6,88.3,Philadelphia
4562,42101000803.0,2.774,41.5,21.5,81.5,Philadelphia
4563,42101000804.0,4.899,49.2,21.6,80.7,Philadelphia
4564,42101000901.0,2.056,49.2,10.5,76.0,Philadelphia
4565,42101000902.0,2.818,47.4,22.2,71.2,Philadelphia
4566,42101001001.0,2.67,44.4,38.1,91.9,Philadelphia
4567,42101001002.0,3.444,47.4,19.1,90.1,Philadelphia
4568,42101001101.0,3.75,43.3,11.8,73.9,Philadelphia
4569,42101001102.0,2.687,49.1,5.2,72.9,Philadelphia
4570,42101001201.0,4.038,49.8,12.8,78.6,Philadelphia
4571,42101001202.0,5.215,48.5,16.1,83.6,Philadelphia
4572,42101001300.0,6.911,48.6,12.7,65.1,Philadelphia
4573,42101001400.0,4.199,49.6,15.9,65.5,Philadelphia
4574,42101001500.0,3.227,45.4,9.1,71.6,Philadelphia
4575,42101001600.0,2.371,53.9,6.9,87.7,Philadelphia
4576,42101001700.0,3.114,50.4,9.7,84.9,Philadelphia
4577,42101001800.0,3.138,49.6,9.3,75.3,Philadelphia
4578,42101001900.0,4.039,46.8,5.5,62.4,Philadelphia
4579,42101002000.0,1.828,56.9,13.8,32.2,Philadelphia
4580,42101002100.0,2.221,54.3,12.9,38.2,Philadelphia
4581,42101002200.0,2.263,46.8,7.2,49.4,Philadelphia
4582,42101002300.0,2.918,54.2,13.3,75.5,Philadelphia
4583,42101002400.0,4.647,51.5,8.4,75.6,Philadelphia
4584,42101002500.0,4.243,40.8,14.5,58.0,Philadelphia
4585,42101002701.0,4.234,53.0,9.6,54.3,Philadelphia
4586,42101002702.0,4.419,50.4,10.5,85.9,Philadelphia
4587,42101002801.0,4.595,52.1,8.1,39.6,Philadelphia
4588,42101002802.0,5.596,47.6,14.3,70.2,Philadelphia
4589,42101002900.0,3.945,47.7,16.2,80.7,Philadelphia
