,TractFIPS,TotalPopulation,PercentMale,PercentElderly,PercentWhite,City
889,06037271801.0,3.071,52.5,11.1,48.0,Los Angeles
890,06037271802.0,5.644,54.6,9.9,58.7,Los Angeles
891,06037271901.0,3.245,51.6,13.4,57.8,Los Angeles
892,06037271902.0,4.207,47.5,13.8,55.6,Los Angeles
893,06037272100.0,4.578,51.2,13.8,74.3,Los Angeles
894,06037272201.0,2.39,51.8,8.7,59.9,Los Angeles
895,06037272202.0,3.359,49.2,9.2,62.4,Los Angeles
896,06037272301.0,3.045,51.4,17.6,67.9,Los Angeles
897,06037272302.0,4.457,54.3,11.4,55.6,Los Angeles
898,06037273100.0,2.742,54.2,12.8,82.7,Los Angeles
899,06037273200.0,3.229,52.1,10.8,70.8,Los Angeles
900,06037273300.0,2.915,50.5,10.3,71.5,Los Angeles
901,06037273402.0,2.641,51.9,17.3,92.1,Los Angeles
902,06037273502.0,2.861,52.6,9.8,83.3,Los Angeles
903,06037273600.0,2.375,43.1,15.4,92.7,Los Angeles
904,06037273700.0,2.895,51.2,10.4,82.3,Los Angeles
905,06037273800.0,2.872,51.6,12.8,79.7,Los Angeles
906,06037273902.0,4.221,52.5,19.4,87.8,Los Angeles
907,06037274100.0,4.838,52.0,13.0,66.7,Los Angeles
908,06037275101.0,1.161,47.5,16.2,56.0,Los Angeles
909,06037275102.0,4.338,55.9,6.9,69.2,Los Angeles
910,06037275200.0,3.751,52.3,13.6,54.9,Los Angeles
911,06037275302.0,5.059,46.8,22.4,70.6,Los Angeles
912,06037275311.0,5.462,48.4,20.2,58.6,Los Angeles
913,06037275400.0,4.069,51.3,12.7,72.9,Los Angeles
914,06037275500.0,5.449,44.9,14.7,66.3,Los Angeles
915,06037275602.0,12.1,48.7,8.4,58.7,Los Angeles
916,06037275603.0,2.537,52.8,19.9,60.2,Los Angeles
917,06037276000.0,5.657,46.3,18.0,68.0,Los Angeles
918,06037276100.0,5.739,48.4,9.1,33.2,Los Angeles
919,06037276400.0,4.071,43.9,24.6,83.8,Los Angeles
920,06037276500.0,5.674,48.2,5.5,64.1,Los Angeles
921,06037276601.0,4.115,51.0,18.5,72.4,Los Angeles
922,06037276603.0,5.489,46.5,14.0,68.2,Los Angeles
923,06037276604.0,4.624,46.8,10.1,56.7,Los Angeles
924,06037277000.0,5.566,46.9,19.3,74.7,Los Angeles
925,06037277100.0,3.1,43.3,16.2,64.7,Los Angeles
926,06037277200.0,2.196,48.5,8.2,40.9,Los Angeles
927,06037278001.0,2.508,43.7,12.0,68.7,Los Angeles
928,06037278102.0,3.088,53.6,18.8,83.2,Los Angeles
929,06037291110.0,4.391,50.8,11.0,25.9,Los Angeles
930,06037291120.0,2.407,49.5,7.6,19.2,Los Angeles
931,06037291130.0,3.626,52.0,10.5,26.0,Los Angeles
932,06037291210.0,5.768,47.3,11.2,41.2,Los Angeles
933,06037291220.0,3.64,48.3,14.1,44.5,Los Angeles
934,06037291300.0,3.037,49.9,22.6,30.1,Los Angeles
935,06037292000.0,6.567,46.4,9.5,17.0,Los Angeles
936,06037293201.0,6.289,52.5,13.8,35.3,Los Angeles
937,06037293202.0,6.74,52.9,5.3,24.5,Los Angeles
938,06037293301.0,3.108,50.6,22.3,38.7,Los Angeles
939,06037293302.0,5.082,48.2,13.5,43.0,Los Angeles
940,06037293304.0,4.832,45.7,8.6,37.5,Los Angeles
941,06037293306.0,2.436,53.2,16.5,58.0,Los Angeles
942,06037293307.0,2.284,51.1,9.1,30.8,Los Angeles
943,06037294110.0,4.129,54.3,12.0,51.6,Los Angeles
944,06037294120.0,2.687,48.9,6.8,52.5,Los Angeles
945,06037294200.0,4.874,48.1,13.9,66.3,Los Angeles
946,06037294301.0,2.471,48.7,18.0,50.3,Los Angeles
947,06037294302.0,4.382,49.3,11.0,44.1,Los Angeles
948,06037294410.0,5.079,40.6,8.1,28.6,Los Angeles
949,06037294421.0,2.891,48.3,11.0,47.7,Los Angeles
950,06037294510.0,5.082,51.8,6.6,51.0,Los Angeles
951,06037294520.0,3.71,50.5,7.2,60.9,Los Angeles
952,06037294610.0,4.334,51.7,11.7,47.6,Los Angeles
953,06037294620.0,4.683,53.5,11.4,66.8,Los Angeles
954,06037294701.0,3.099,51.8,8.7,58.8,Los Angeles
955,06037294810.0,4.278,49.9,4.0,46.4,Los Angeles
956,06037294820.0,3.473,53.0,6.4,54.9,Los Angeles
957,06037294830.0,4.134,47.8,6.0,50.0,Los Angeles
958,06037294900.0,3.853,46.7,9.9,55.3,Los Angeles
959,06037295103.0,5.188,45.4,21.7,67.9,Los Angeles
960,06037296210.0,3.132,50.9,8.3,50.1,Los Angeles
961,06037296220.0,4.447,38.3,14.2,31.6,Los Angeles
962,06037296300.0,5.027,48.9,15.6,54.0,Los Angeles
963,06037296401.0,3.229,41.1,23.7,75.4,Los Angeles
964,06037296402.0,3.312,48.7,15.9,58.2,Los Angeles
965,06037296500.0,3.447,48.2,14.7,43.0,Los Angeles
966,06037296600.0,5.358,45.9,12.3,51.0,Los Angeles
967,06037296901.0,4.466,49.4,5.6,40.4,Los Angeles
968,06037296902.0,4.219,46.3,12.4,55.7,Los Angeles
969,06037297000.0,5.597,48.7,17.4,68.5,Los Angeles
970,06037297110.0,4.649,56.0,9.6,51.3,Los Angeles
971,06037297120.0,3.053,49.4,14.2,47.2,Los Angeles
972,06037297201.0,4.505,49.5,8.5,53.2,Los Angeles
973,06037297202.0,3.786,48.6,13.8,71.1,Los Angeles
974,06037297300.0,2.193,44.4,17.3,68.3,Los Angeles
975,06037297400.0,3.356,50.9,33.5,86.2,Los Angeles
976,06037297602.0,3.687,50.0,19.0,68.4,Los Angeles
977,06037980031.0,1.175,98.0,9.7,54.1,Los Angeles
978,06073000100.0,3.093,45.9,33.4,90.8,San Diego
979,06073000201.0,1.891,41.5,30.7,87.7,San Diego
980,06073000202.0,4.542,44.0,15.0,85.8,San Diego
981,06073000300.0,5.239,51.6,22.0,85.2,San Diego
982,06073000400.0,3.801,54.1,9.6,73.8,San Diego
983,06073000500.0,3.151,47.7,14.3,81.2,San Diego
984,06073000600.0,3.207,54.1,11.2,81.7,San Diego
985,06073000700.0,4.624,51.8,13.3,80.2,San Diego
986,06073000800.0,5.178,53.4,11.5,82.5,San Diego
987,06073000900.0,5.741,51.9,8.7,68.8,San Diego
988,06073001000.0,4.472,50.0,8.9,77.7,San Diego
989,06073001100.0,3.168,52.5,7.9,74.5,San Diego
990,06073001200.0,6.037,54.5,7.4,74.0,San Diego
991,06073001300.0,6.256,51.3,6.2,74.5,San Diego
992,06073001400.0,3.456,45.8,9.2,83.2,San Diego
993,06073001500.0,3.827,47.2,9.0,78.9,San Diego
994,06073001600.0,5.821,45.0,10.3,58.8,San Diego
995,06073001700.0,4.448,49.7,4.6,77.0,San Diego
996,06073001800.0,5.417,48.5,9.7,67.4,San Diego
997,06073001900.0,3.271,49.2,14.8,83.9,San Diego
998,06073002001.0,3.306,51.7,25.6,87.1,San Diego
999,06073002002.0,2.61,52.1,11.6,84.5,San Diego
1000,06073002100.0,5.471,51.2,10.3,63.3,San Diego
1001,06073002201.0,3.328,53.2,6.4,47.7,San Diego
1002,06073002202.0,5.477,50.7,13.0,54.4,San Diego
1003,06073002301.0,3.073,50.0,9.3,55.3,San Diego
1004,06073002302.0,7.3,44.4,7.7,55.8,San Diego
1005,06073002401.0,4.791,51.5,5.2,70.5,San Diego
1006,06073002402.0,5.189,51.6,7.3,54.6,San Diego
1007,06073002501.0,5.406,50.6,8.7,49.8,San Diego
1008,06073002502.0,6.479,50.1,10.7,62.2,San Diego
1009,06073002601.0,5.609,47.7,7.2,47.2,San Diego
1010,06073002602.0,4.452,47.9,5.8,48.8,San Diego
1011,06073002702.0,6.35,52.9,10.2,46.3,San Diego
1012,06073002703.0,7.083,45.4,11.3,54.8,San Diego
1013,06073002705.0,4.133,46.9,18.6,23.9,San Diego
1014,06073002707.0,5.405,49.4,6.6,45.3,San Diego
1015,06073002708.0,5.395,47.5,9.1,45.9,San Diego
1016,06073002709.0,4.47,52.8,4.9,50.3,San Diego
1017,06073002710.0,4.64,52.8,10.2,37.2,San Diego
1018,06073002711.0,3.279,53.5,6.1,38.7,San Diego
1019,06073002712.0,5.658,48.4,15.7,39.7,San Diego
1020,06073002801.0,3.214,51.6,8.7,67.7,San Diego
1021,06073002803.0,4.897,47.7,16.3,64.7,San Diego
1022,06073002804.0,5.75,51.3,7.4,79.4,San Diego
1023,06073002902.0,7.598,53.5,9.7,60.9,San Diego
1024,06073002903.0,4.031,43.4,11.5,63.4,San Diego
1025,06073002904.0,10.078,52.7,2.9,72.4,San Diego
1026,06073002905.0,4.278,45.1,8.2,67.2,San Diego
1027,06073003001.0,4.664,47.6,13.1,40.2,San Diego
1028,06073003003.0,5.719,55.2,13.0,52.6,San Diego
1029,06073003004.0,5.264,51.3,8.1,50.4,San Diego
1030,06073003101.0,4.041,49.0,11.3,38.8,San Diego
1031,06073003103.0,6.105,51.6,14.9,32.9,San Diego
1032,06073003105.0,4.664,55.8,12.3,47.3,San Diego
1033,06073003107.0,6.145,47.4,16.3,35.6,San Diego
1034,06073003109.0,3.258,50.9,18.0,15.8,San Diego
1035,06073003111.0,6.402,47.0,11.9,42.7,San Diego
1036,06073003112.0,4.456,50.7,13.3,34.3,San Diego
1037,06073003113.0,5.42,48.2,17.6,17.9,San Diego
1038,06073003114.0,3.462,47.7,15.7,21.1,San Diego
1039,06073003115.0,6.874,50.6,13.2,35.5,San Diego
1040,06073003201.0,5.157,48.2,9.2,45.5,San Diego
1041,06073003202.0,4.297,45.2,14.8,64.2,San Diego
1042,06073003208.0,6.658,47.7,12.4,44.2,San Diego
1043,06073003209.0,5.469,48.3,10.1,29.2,San Diego
1044,06073003211.0,3.555,50.8,14.8,58.0,San Diego
1045,06073003212.0,4.154,48.4,17.5,37.4,San Diego
1046,06073003213.0,4.582,49.6,15.5,22.5,San Diego
1047,06073003301.0,3.82,49.7,5.6,50.7,San Diego
1048,06073003303.0,4.821,47.6,7.9,62.2,San Diego
1049,06073003304.0,4.099,46.8,7.5,55.5,San Diego
1050,06073003305.0,6.601,42.4,8.4,45.9,San Diego
1051,06073003401.0,6.382,47.6,13.2,45.9,San Diego
1052,06073003403.0,4.094,55.7,9.5,74.5,San Diego
1053,06073003404.0,5.062,48.2,11.3,61.1,San Diego
1054,06073003501.0,4.929,52.0,6.8,76.1,San Diego
1055,06073003502.0,4.754,49.7,7.9,65.8,San Diego
1056,06073003601.0,3.006,50.4,7.8,62.6,San Diego
1057,06073003602.0,3.427,52.0,9.5,69.2,San Diego
1058,06073003603.0,3.907,48.6,7.3,77.9,San Diego
1059,06073003800.0,6.372,84.4,0.0,58.3,San Diego
1060,06073003901.0,4.379,49.5,5.8,73.8,San Diego
1061,06073003902.0,4.388,54.1,6.9,79.4,San Diego
1062,06073004000.0,4.513,53.5,6.9,71.8,San Diego
1063,06073004100.0,7.307,54.5,6.7,74.8,San Diego
1064,06073004200.0,6.291,51.5,14.6,81.5,San Diego
1065,06073004300.0,3.943,45.2,12.2,81.5,San Diego
1066,06073004400.0,4.099,55.6,12.2,81.7,San Diego
1067,06073004501.0,2.505,49.7,5.7,82.1,San Diego
1068,06073004600.0,2.004,52.8,9.0,72.5,San Diego
1069,06073004700.0,1.703,49.7,10.9,84.4,San Diego
1070,06073004800.0,4.171,56.4,7.7,85.8,San Diego
1071,06073004900.0,5.505,48.6,9.6,75.5,San Diego
1072,06073005000.0,2.195,46.5,10.6,89.5,San Diego
1073,06073005100.0,7.702,55.7,8.9,64.5,San Diego
1074,06073005200.0,7.087,60.7,9.0,66.9,San Diego
1075,06073005300.0,5.847,66.0,13.8,66.5,San Diego
1076,06073005400.0,7.888,47.3,27.5,78.3,San Diego
1077,06073005600.0,4.587,60.2,19.1,69.3,San Diego
1078,06073005700.0,1.59,50.1,19.3,66.5,San Diego
1079,06073005800.0,3.953,51.2,5.5,84.8,San Diego
1080,06073005900.0,3.344,48.6,17.8,85.3,San Diego
1081,06073006000.0,3.816,40.1,30.5,83.3,San Diego
1082,06073006100.0,2.37,46.9,17.8,76.4,San Diego
1083,06073006300.0,3.76,97.5,0.0,80.5,San Diego
1084,06073006500.0,3.359,57.8,25.1,70.3,San Diego
1085,06073006600.0,1.811,51.6,0.3,63.3,San Diego
1086,06073006801.0,2.971,46.0,13.6,75.2,San Diego
1087,06073006802.0,5.883,55.7,7.8,75.1,San Diego
1088,06073006900.0,5.854,52.0,14.0,84.7,San Diego
1089,06073007002.0,3.114,50.7,25.6,85.7,San Diego
1090,06073007100.0,4.535,52.1,34.7,91.9,San Diego
1091,06073007200.0,6.054,43.6,17.8,88.4,San Diego
1092,06073007301.0,5.413,53.1,12.2,89.4,San Diego
1093,06073007302.0,2.268,53.4,21.5,91.3,San Diego
1094,06073007400.0,7.54,45.2,8.7,87.2,San Diego
1095,06073007501.0,4.244,50.8,7.7,91.0,San Diego
1096,06073007502.0,3.319,61.3,8.6,83.2,San Diego
1097,06073007701.0,3.673,51.6,12.4,83.1,San Diego
1098,06073007702.0,4.016,49.9,9.3,91.5,San Diego
1099,06073007800.0,6.155,57.8,7.5,85.8,San Diego
1100,06073007903.0,4.318,52.6,9.0,85.4,San Diego
1101,06073007905.0,2.659,49.5,5.8,95.1,San Diego
1102,06073007907.0,3.576,49.0,4.4,83.9,San Diego
1103,06073007908.0,3.726,48.2,4.0,88.8,San Diego
1104,06073007910.0,2.937,56.7,9.3,86.5,San Diego
1105,06073008002.0,3.004,55.2,15.9,90.3,San Diego
1106,06073008003.0,3.845,54.4,9.8,88.8,San Diego
1107,06073008006.0,3.903,53.4,13.1,90.7,San Diego
1108,06073008101.0,3.76,48.6,18.5,94.8,San Diego
1109,06073008102.0,3.413,51.3,18.2,88.5,San Diego
1110,06073008200.0,2.97,44.1,35.6,91.9,San Diego
1111,06073008301.0,2.924,51.7,35.7,86.1,San Diego
1112,06073008303.0,3.496,45.7,39.4,83.6,San Diego
1113,06073008305.0,1.46,49.2,5.5,54.0,San Diego
1114,06073008306.0,3.191,48.6,26.8,85.9,San Diego
1115,06073008307.0,3.914,51.5,24.7,80.0,San Diego
1116,06073008310.0,5.725,47.4,28.5,78.0,San Diego
1117,06073008311.0,2.936,51.4,30.3,88.5,San Diego
1118,06073008312.0,3.528,44.5,31.4,82.5,San Diego
1119,06073008313.0,2.214,55.8,28.3,82.0,San Diego
1120,06073008324.0,7.226,51.3,22.5,81.5,San Diego
1121,06073008327.0,5.881,48.7,13.5,72.1,San Diego
1122,06073008328.0,6.44,49.3,10.9,53.5,San Diego
1123,06073008329.0,7.256,45.7,5.3,66.5,San Diego
1124,06073008330.0,5.271,48.5,12.8,55.9,San Diego
1125,06073008331.0,2.621,45.7,11.2,77.1,San Diego
1126,06073008333.0,16.363,48.7,5.6,61.0,San Diego
1127,06073008335.0,10.138,47.9,8.4,45.0,San Diego
1128,06073008336.0,2.423,54.3,13.7,72.2,San Diego
1129,06073008337.0,4.66,50.1,15.4,62.0,San Diego
1130,06073008339.0,1.987,60.5,2.6,59.9,San Diego
1131,06073008340.0,9.762,49.7,7.0,53.6,San Diego
1132,06073008341.0,8.348,52.9,11.0,37.8,San Diego
1133,06073008343.0,5.067,52.0,8.6,59.6,San Diego
1134,06073008344.0,3.764,50.6,20.6,75.0,San Diego
1135,06073008345.0,4.012,43.6,27.5,79.7,San Diego
1136,06073008346.0,4.91,47.8,13.4,47.7,San Diego
1137,06073008347.0,7.48,50.7,13.4,28.2,San Diego
1138,06073008348.0,5.691,46.1,12.8,29.0,San Diego
1139,06073008349.0,3.841,48.9,18.1,38.2,San Diego
1140,06073008350.0,6.979,51.7,11.4,37.2,San Diego
1141,06073008351.0,4.225,55.1,13.1,30.2,San Diego
1142,06073008352.0,3.687,52.8,12.4,35.4,San Diego
1143,06073008353.0,5.133,52.8,19.2,39.7,San Diego
1144,06073008354.0,10.247,47.2,8.1,34.7,San Diego
1145,06073008355.0,3.461,49.1,12.5,29.1,San Diego
1146,06073008356.0,4.028,51.7,9.5,46.4,San Diego
1147,06073008357.0,4.939,50.2,11.7,26.3,San Diego
1148,06073008358.0,7.467,50.8,15.2,37.5,San Diego
1149,06073008359.0,4.54,49.0,7.3,44.2,San Diego
1150,06073008360.0,6.801,52.0,8.8,33.5,San Diego
1151,06073008361.0,2.634,47.2,11.1,55.9,San Diego
1152,06073008362.0,3.414,54.1,13.0,77.6,San Diego
1153,06073008363.0,4.997,57.9,2.8,45.1,San Diego
1154,06073008364.0,6.031,54.0,5.5,49.6,San Diego
1155,06073008365.0,3.007,50.9,13.1,53.6,San Diego
1156,06073008366.0,6.753,49.9,6.4,53.2,San Diego
1157,06073008501.0,5.969,51.2,13.2,85.2,San Diego
1158,06073008502.0,7.345,46.8,12.2,81.6,San Diego
1159,06073008503.0,6.933,50.2,17.8,85.2,San Diego
1160,06073008504.0,6.526,51.5,15.4,76.2,San Diego
1161,06073008505.0,6.388,52.4,13.3,63.4,San Diego
1162,06073008506.0,4.62,55.5,12.9,73.5,San Diego
1163,06073008507.0,7.812,51.4,14.2,58.9,San Diego
1164,06073008509.0,7.369,54.9,15.9,63.4,San Diego
1165,06073008510.0,7.083,56.9,14.7,59.3,San Diego
1166,06073008511.0,4.989,53.5,6.4,61.6,San Diego
1167,06073008512.0,4.829,52.7,19.4,77.4,San Diego
1168,06073008513.0,2.828,48.3,19.4,76.5,San Diego
1169,06073008600.0,7.378,50.3,9.1,53.7,San Diego
1170,06073008701.0,3.192,50.8,7.1,59.6,San Diego
1171,06073008702.0,5.32,48.8,15.3,70.2,San Diego
1172,06073008800.0,7.217,49.0,10.8,42.2,San Diego
1173,06073008901.0,5.686,50.1,9.2,67.6,San Diego
1174,06073008902.0,2.231,51.0,11.3,80.5,San Diego
1175,06073009000.0,4.979,52.5,8.4,77.8,San Diego
1176,06073009101.0,6.153,53.3,20.3,88.9,San Diego
1177,06073009102.0,3.66,48.8,14.4,74.5,San Diego
1178,06073009103.0,4.157,46.9,20.5,89.9,San Diego
1179,06073009104.0,3.194,49.1,19.6,90.3,San Diego
1180,06073009106.0,5.112,40.3,6.4,80.3,San Diego
1181,06073009107.0,5.095,43.5,9.4,80.1,San Diego
1182,06073009201.0,5.745,51.1,7.3,51.3,San Diego
1183,06073009202.0,7.034,51.7,13.3,70.3,San Diego
1184,06073009301.0,4.935,52.6,10.9,65.1,San Diego
1185,06073009304.0,9.191,49.5,7.8,75.0,San Diego
1186,06073009305.0,4.53,46.8,12.5,66.7,San Diego
1187,06073009306.0,6.308,55.0,10.8,58.9,San Diego
1188,06073009400.0,4.356,70.9,0.0,67.5,San Diego
1189,06073009502.0,4.216,51.7,16.2,68.4,San Diego
1190,06073009504.0,6.455,48.0,12.6,72.4,San Diego
1191,06073009505.0,7.124,47.5,17.6,66.1,San Diego
1192,06073009506.0,4.681,45.4,17.7,73.0,San Diego
1193,06073009507.0,3.873,52.0,15.7,75.7,San Diego
1194,06073009509.0,4.883,51.3,4.2,58.6,San Diego
1195,06073009510.0,5.049,48.2,0.4,72.6,San Diego
1196,06073009511.0,4.413,47.7,0.8,75.9,San Diego
1197,06073009602.0,4.174,46.9,20.7,78.5,San Diego
1198,06073009603.0,5.544,52.4,10.6,58.1,San Diego
1199,06073009604.0,3.628,53.8,13.1,75.7,San Diego
1200,06073009703.0,3.494,55.1,19.4,89.5,San Diego
1201,06073009704.0,5.868,48.9,22.3,78.6,San Diego
1202,06073009705.0,4.232,49.1,17.5,75.0,San Diego
1203,06073009706.0,7.88,53.0,22.9,85.3,San Diego
1204,06073009801.0,5.194,51.2,23.3,84.0,San Diego
1205,06073009802.0,6.715,50.3,13.8,74.7,San Diego
1206,06073009804.0,5.286,44.5,22.0,85.2,San Diego
1207,06073009805.0,5.025,45.2,21.0,85.6,San Diego
1208,06073010001.0,4.991,54.0,13.5,74.0,San Diego
1209,06073010003.0,6.081,48.2,18.9,67.8,San Diego
1210,06073010004.0,5.218,50.8,15.3,70.0,San Diego
1211,06073010005.0,7.803,46.0,13.5,85.4,San Diego
1212,06073010009.0,6.978,48.1,4.6,85.4,San Diego
1213,06073010010.0,5.431,45.1,22.6,76.5,San Diego
1214,06073010011.0,4.134,51.7,13.4,62.9,San Diego
1215,06073010012.0,5.199,47.6,7.8,88.4,San Diego
1216,06073010013.0,5.67,47.9,11.0,87.3,San Diego
1217,06073010014.0,18.854,60.0,8.8,58.7,San Diego
1218,06073010015.0,3.821,50.9,7.5,70.5,San Diego
1219,06073010104.0,3.758,51.4,12.6,64.7,San Diego
1220,06073010106.0,5.815,46.0,12.5,75.1,San Diego
1221,06073010107.0,7.188,55.9,12.2,76.5,San Diego
1222,06073010109.0,5.341,49.1,15.3,75.9,San Diego
1223,06073010110.0,7.871,45.0,12.1,64.4,San Diego
1224,06073010111.0,3.23,48.4,12.4,91.1,San Diego
1225,06073010112.0,5.683,48.6,6.8,76.4,San Diego
1226,06073014102.0,4.198,48.8,18.4,39.0,San Diego
1227,06073017014.0,2.553,41.3,74.1,86.4,San Diego
1228,06073017015.0,7.756,44.8,17.5,64.3,San Diego
1229,06073017018.0,4.087,44.9,14.0,44.7,San Diego
1230,06073017019.0,6.673,43.8,46.2,88.4,San Diego
1231,06073017022.0,5.469,48.7,19.0,73.4,San Diego
1232,06073017031.0,4.17,48.3,8.8,67.7,San Diego
1233,06073017033.0,4.936,49.4,13.0,62.4,San Diego
1234,06073017034.0,5.054,49.6,10.5,65.7,San Diego
1235,06073017035.0,3.505,44.5,14.6,49.5,San Diego
1236,06073017036.0,3.606,46.6,12.4,55.4,San Diego
1237,06073017037.0,5.575,49.3,13.5,61.0,San Diego
1238,06073017039.0,7.364,47.8,14.0,61.9,San Diego
1239,06073017042.0,8.163,46.5,6.9,56.3,San Diego
1240,06073017043.0,6.78,48.6,5.7,46.7,San Diego
1241,06073017044.0,5.826,48.0,8.2,56.9,San Diego
1242,06073017045.0,2.686,47.4,15.0,54.5,San Diego
1243,06073017046.0,4.037,50.6,19.6,66.3,San Diego
1244,06073017047.0,3.971,52.1,16.2,77.0,San Diego
1245,06073017051.0,5.188,47.6,22.5,63.7,San Diego
1246,06073017052.0,5.277,53.3,14.1,57.4,San Diego
1247,06073017055.0,5.453,48.5,11.8,51.6,San Diego
1248,06073017056.0,4.486,55.3,9.9,55.9,San Diego
1249,06073020710.0,1.818,45.6,25.2,77.9,San Diego
1250,06073021400.0,7.407,51.0,10.2,73.3,San Diego
1251,06073021500.0,11.078,51.7,7.7,61.3,San Diego
1252,06075010100.0,3.889,46.6,22.5,41.7,San Francisco
1253,06075010200.0,4.167,48.6,23.9,82.1,San Francisco
1254,06075010300.0,4.359,55.7,17.5,66.3,San Francisco
1255,06075010400.0,4.536,53.3,13.4,69.2,San Francisco
1256,06075010600.0,3.429,54.3,20.9,38.2,San Francisco
1257,06075010700.0,5.548,47.2,27.6,16.8,San Francisco
1258,06075010800.0,5.038,50.1,23.7,51.2,San Francisco
1259,06075010900.0,4.486,51.6,21.0,67.7,San Francisco
1260,06075011000.0,5.127,43.6,12.3,55.9,San Francisco
1261,06075011100.0,4.835,48.1,14.9,54.1,San Francisco
1262,06075011200.0,3.329,49.2,21.4,62.1,San Francisco
1263,06075011300.0,2.843,49.7,35.0,16.5,San Francisco
1264,06075011800.0,1.57,52.2,22.4,13.3,San Francisco
1265,06075011901.0,2.699,52.6,13.6,59.7,San Francisco
1266,06075011902.0,2.712,50.7,15.0,59.0,San Francisco
1267,06075012000.0,3.973,63.4,9.5,44.9,San Francisco
1268,06075012100.0,3.859,43.3,6.7,55.2,San Francisco
1269,06075012201.0,4.62,55.8,8.4,47.8,San Francisco
1270,06075012202.0,3.181,59.8,17.9,39.7,San Francisco
1271,06075012301.0,2.117,53.3,18.7,46.7,San Francisco
1272,06075012302.0,2.713,56.0,7.5,46.8,San Francisco
1273,06075012401.0,4.667,62.2,11.2,44.4,San Francisco
1274,06075012402.0,4.662,55.7,11.4,45.8,San Francisco
1275,06075012501.0,4.293,55.3,21.2,31.5,San Francisco
1276,06075012502.0,3.674,55.9,31.8,23.4,San Francisco
1277,06075012601.0,2.516,51.6,9.5,84.1,San Francisco
1278,06075012700.0,4.092,48.2,18.2,81.4,San Francisco
1279,06075012800.0,4.556,49.5,11.9,89.0,San Francisco
1280,06075012901.0,2.783,52.8,8.9,78.9,San Francisco
1281,06075012902.0,3.865,41.6,15.0,83.7,San Francisco
1282,06075013000.0,4.719,50.5,10.4,86.2,San Francisco
1283,06075013101.0,4.061,49.1,9.9,77.4,San Francisco
1284,06075013102.0,3.012,45.1,13.5,70.8,San Francisco
1285,06075013200.0,4.292,51.3,19.3,76.4,San Francisco
1286,06075013300.0,4.634,45.1,19.6,74.3,San Francisco
1287,06075013400.0,3.742,48.0,14.4,71.8,San Francisco
1288,06075013500.0,2.606,48.2,17.5,67.1,San Francisco
1289,06075015100.0,2.624,49.7,26.9,54.4,San Francisco
1290,06075015200.0,4.277,45.5,21.5,62.0,San Francisco
1291,06075015300.0,2.289,49.9,12.4,66.9,San Francisco
1292,06075015400.0,5.951,51.3,11.9,68.9,San Francisco
1293,06075015500.0,3.551,46.0,40.6,52.9,San Francisco
1294,06075015600.0,3.506,51.3,17.1,50.2,San Francisco
1295,06075015700.0,8.904,44.0,8.8,52.3,San Francisco
1296,06075015801.0,3.837,50.1,18.8,44.3,San Francisco
1297,06075015802.0,3.412,56.2,10.2,66.8,San Francisco
1298,06075015900.0,4.832,54.4,18.6,33.9,San Francisco
1299,06075016000.0,2.562,53.0,25.6,54.0,San Francisco
1300,06075016100.0,5.34,49.0,23.4,23.3,San Francisco
1301,06075016200.0,3.278,67.3,9.9,61.8,San Francisco
1302,06075016300.0,4.658,54.6,8.7,62.5,San Francisco
1303,06075016400.0,4.008,48.7,8.7,73.6,San Francisco
1304,06075016500.0,5.267,44.2,13.8,73.8,San Francisco
1305,06075016600.0,5.691,57.4,9.2,77.6,San Francisco
1306,06075016700.0,5.376,53.2,5.8,75.4,San Francisco
1307,06075016801.0,4.145,60.1,5.2,69.4,San Francisco
1308,06075016802.0,3.622,54.7,10.3,57.7,San Francisco
1309,06075016900.0,3.254,63.7,7.8,67.1,San Francisco
1310,06075017000.0,4.287,60.5,14.1,74.0,San Francisco
1311,06075017101.0,4.113,50.6,10.7,78.7,San Francisco
1312,06075017102.0,4.095,45.1,10.4,76.4,San Francisco
1313,06075017601.0,10.343,64.7,10.2,30.3,San Francisco
1314,06075017801.0,3.891,42.9,46.8,35.3,San Francisco
1315,06075017802.0,6.367,57.4,6.5,38.9,San Francisco
1316,06075018000.0,3.457,64.8,5.3,50.6,San Francisco
1317,06075020100.0,6.343,56.1,11.3,46.4,San Francisco
1318,06075020200.0,6.131,56.4,12.0,57.4,San Francisco
1319,06075020300.0,3.548,61.5,9.0,68.0,San Francisco
1320,06075020401.0,3.176,62.8,10.1,73.6,San Francisco
1321,06075020402.0,4.564,64.3,15.7,74.9,San Francisco
1322,06075020500.0,3.046,64.4,11.3,78.0,San Francisco
1323,06075020600.0,5.191,59.6,12.2,76.7,San Francisco
1324,06075020700.0,4.793,47.4,11.1,69.1,San Francisco
1325,06075020800.0,6.458,58.2,9.4,47.4,San Francisco
1326,06075020900.0,4.597,51.6,10.6,60.8,San Francisco
1327,06075021000.0,4.523,52.0,11.8,69.0,San Francisco
1328,06075021100.0,4.08,51.4,19.0,75.5,San Francisco
1329,06075021200.0,3.105,49.9,14.2,76.5,San Francisco
1330,06075021300.0,2.59,55.3,11.7,76.6,San Francisco
1331,06075021400.0,3.823,48.2,12.8,78.1,San Francisco
1332,06075021500.0,5.674,53.2,8.8,71.2,San Francisco
1333,06075021600.0,4.135,54.1,18.6,64.5,San Francisco
