,Health Measure,City,DF Model,CC Model,Hybrid Model
78,CHECKUP,San Diego,0.0870052746065596,0.46315164143520504,0.8369997241636831
79,CHECKUP,San Francisco,-1.1030637221374922,0.7395034101994833,0.8735943625329073
80,CHOLSCREEN,Austin,0.5555500057641962,0.31724586507366537,0.643936794962696
81,CHOLSCREEN,Baltimore,-0.05681102109202252,0.5252553543054221,0.6142816178128176
82,CHOLSCREEN,Boston,0.4970257175529106,0.4305716625204691,0.6570742764205318
83,CHOLSCREEN,Chicago,0.29876045872902546,0.6410574446054909,0.7110853146833185
84,CHOLSCREEN,Los Angeles,0.6138465493473602,0.5822721300463047,0.7582626460494426
85,CHOLSCREEN,Memphis,0.16311380326677438,0.21374064829811013,0.3809219529157598
86,CHOLSCREEN,New York,0.23175908593463468,0.3637616214541223,0.5947059878012595
87,CHOLSCREEN,Philadelphia,0.4585478079754709,0.3429285858529868,0.7069597566539721
88,CHOLSCREEN,San Diego,0.5497640234551449,0.43015255611713443,0.7101200413896799
89,CHOLSCREEN,San Francisco,0.2818050436469659,0.34334627230048287,0.6195923012517703
90,COPD,Austin,-0.11082090769011721,0.21555124846842,0.4245105085081239
91,COPD,Baltimore,0.2313452228082209,0.4451270266025593,0.5760023626978514
92,COPD,Boston,0.4267518094499019,0.3123110692316148,0.6726773452782941
93,COPD,Chicago,0.6094725064941247,0.6278100363530544,0.7470879879182353
94,COPD,Los Angeles,-0.008593055156455476,0.2814485639359836,0.3569597509068345
95,COPD,Memphis,-0.39308054647604274,0.5237082531953426,0.5837729931295883
96,COPD,New York,0.05553365412876743,0.3780685624820991,0.5239604672720313
97,COPD,Philadelphia,0.09730549696826996,0.4176372270473564,0.49919079929316
98,COPD,San Diego,-0.21220236808899662,0.2557257287969782,0.355841891411809
99,COPD,San Francisco,-0.8221055127349322,0.23021494603260373,0.5987107329444148
100,CSMOKING,Austin,0.1862744699360913,0.44708958440583857,0.582828599537638
101,CSMOKING,Baltimore,0.06457862422627858,0.47662746221828456,0.6624662949627671
102,CSMOKING,Boston,0.5988489181801572,0.35082680318817727,0.754744420902038
103,CSMOKING,Chicago,0.5379856433247859,0.6519683548329973,0.7618491607527113
104,CSMOKING,Los Angeles,0.1733691165664374,0.539632483189842,0.6256246694039833
105,CSMOKING,Memphis,-0.28810457565201486,0.5075824657151434,0.6688880190589488
106,CSMOKING,New York,0.10600683995535176,0.45815224599414217,0.5918739157264046
107,CSMOKING,Philadelphia,-0.07162016980862962,0.5473135952263748,0.6587699510439617
108,CSMOKING,San Diego,0.04719057609739019,0.5753641441062911,0.5076974371439149
109,CSMOKING,San Francisco,-0.9522992703408693,0.35612854166898655,0.6322883877866521
110,DENTAL,Austin,0.17287854849728035,0.5107388071393739,0.6051209362117898
111,DENTAL,Baltimore,0.4208462531646314,0.5395579044273189,0.7490936547111142
112,DENTAL,Boston,0.44545299787256853,0.3704623793087083,0.7507371636237881
113,DENTAL,Chicago,0.5577333647746756,0.6543692604316262,0.7724660633562654
114,DENTAL,Los Angeles,0.5037972443008063,0.6093463588724484,0.7115078288285349
115,DENTAL,Memphis,0.3974043205861104,0.5933504642312157,0.7482056606124131
116,DENTAL,New York,0.39659212310086744,0.5410331045192585,0.6949114635273694
117,DENTAL,Philadelphia,0.5997270616059125,0.6027305103073552,0.7495214282284011
118,DENTAL,San Diego,0.1531363730844637,0.6069556046502111,0.6264440191956833
119,DENTAL,San Francisco,0.18789430087551817,0.3671650239003146,0.7945407138591984
120,DIABETES,Austin,0.19662985398802935,0.3411314830547413,0.5470920062285736
121,DIABETES,Baltimore,0.6737563609651629,0.4844943516060837,0.7983850647364288
122,DIABETES,Boston,0.6164602594239516,0.31117290307879086,0.8131549628769223
123,DIABETES,Chicago,0.7690292657750906,0.7028922266025002,0.8455718899996976
124,DIABETES,Los Angeles,0.3945707192930503,0.4217875322936112,0.6082519547272609
125,DIABETES,Memphis,0.3365938880262862,0.5931720788574221,0.7964213548124182
126,DIABETES,New York,0.48048940749826896,0.49484655390755217,0.737306099030508
127,DIABETES,Philadelphia,0.6592043595351035,0.517075900545212,0.7812253470997043
128,DIABETES,San Diego,0.12476432463098552,0.41783055672350544,0.5196094960715634
129,DIABETES,San Francisco,0.38677731643801183,0.22827213290069437,0.7905448831371248
130,HIGHCHOL,Austin,0.4870490586899009,0.2231784178854077,0.7123254060547537
131,HIGHCHOL,Baltimore,0.4650985813016304,0.30474602551440844,0.6087628076056188
132,HIGHCHOL,Boston,0.42953935389817066,0.3425127819089546,0.7085812700729631
133,HIGHCHOL,Chicago,0.5305754485553373,0.4649269510051256,0.7494074665576256
134,HIGHCHOL,Los Angeles,0.6846283108969896,0.591582880310094,0.8169416151298305
135,HIGHCHOL,Memphis,-0.029501482986318717,0.2703757705905394,0.5769124758170674
136,HIGHCHOL,New York,0.545412391765763,0.40322401163890653,0.7199872905848308
137,HIGHCHOL,Philadelphia,0.4570224799182361,0.23359272859257008,0.6378804735850022
138,HIGHCHOL,San Diego,0.6852129591937737,0.3175527325358791,0.772389311273756
139,HIGHCHOL,San Francisco,0.5808209769751017,0.33260030941270213,0.7592762517932563
140,KIDNEY,Austin,0.25250171657855947,0.25126278858541184,0.5523333804419569
141,KIDNEY,Baltimore,0.5909992885296247,0.4374136333469876,0.7197968287401706
142,KIDNEY,Boston,0.6697897744082175,0.2917157360646093,0.7799658752723457
143,KIDNEY,Chicago,0.7400535346344392,0.6880726197732964,0.8259235023474423
144,KIDNEY,Los Angeles,0.23494636250270862,0.2989855146421341,0.4804485598612209
145,KIDNEY,Memphis,0.43034763416630994,0.5381030979045613,0.7465015217166121
146,KIDNEY,New York,0.32022431410745344,0.40482385785007546,0.6439841089701341
147,KIDNEY,Philadelphia,0.5757494452145038,0.4316182920962397,0.7110799037002454
148,KIDNEY,San Diego,0.14599887395566669,0.2324893428021857,0.5168090793281164
149,KIDNEY,San Francisco,0.05663045764442731,0.17017009127608906,0.6971998351102366
150,LPA,Austin,0.1298561701054306,0.4508645629459189,0.568318785133523
151,LPA,Baltimore,0.534675122871634,0.5454390473362263,0.7243669575397897
152,LPA,Boston,0.6225905385603665,0.39023750094444265,0.7761887056572466
153,LPA,Chicago,0.5188065441573297,0.6469663708331601,0.7680690757566692
154,LPA,Los Angeles,0.3337783816516956,0.57184813318134,0.6594843532928085
155,LPA,Memphis,0.3542215287927498,0.5916095161464083,0.7386914062451355
156,LPA,New York,0.40195863244113506,0.5625296222158931,0.7049463697440115
157,LPA,Philadelphia,0.49782589469195715,0.5924752679152435,0.7058945409906507
158,LPA,San Diego,-0.11132417041398512,0.5796073848677418,0.5669661221236342
159,LPA,San Francisco,-0.7257105064055203,0.26942477745252214,0.7806010741749557
160,MHLTH,Austin,0.5661318294556735,0.38392425200884805,0.6424580341369608
161,MHLTH,Baltimore,0.2614246826383302,0.5282739383895301,0.6706998145098773
162,MHLTH,Boston,0.5269605718797469,0.4092066336845809,0.6618211034921377
163,MHLTH,Chicago,0.40055292632716033,0.6242205342151097,0.723538806641929
164,MHLTH,Los Angeles,0.5307885095102232,0.5873503035056543,0.707205364734174
165,MHLTH,Memphis,-0.25257149405554147,0.4414135895888526,0.6081075749153313
166,MHLTH,New York,0.309186674560626,0.5377406069906735,0.6599433637144323
167,MHLTH,Philadelphia,-0.03174480396644919,0.5062742381234195,0.6776890362118628
168,MHLTH,San Diego,0.37947617512317233,0.5774026787844924,0.7018091804729677
169,MHLTH,San Francisco,-0.26924791784134117,0.4685768377678158,0.7146959554834675
170,OBESITY,Austin,-0.13955695732394058,0.4737456520033111,0.5192472538154269
171,OBESITY,Baltimore,0.3091194817872347,0.507451308412913,0.8175883238259294
172,OBESITY,Boston,0.19279330328906208,0.3489111886966968,0.7330339847112032
173,OBESITY,Chicago,0.5215831730548792,0.7580261626770078,0.8490097743944355
174,OBESITY,Los Angeles,0.285783702600118,0.5160798134096547,0.6120814026917973
175,OBESITY,Memphis,-0.3439335626303617,0.6257900169474723,0.8286090321777343
176,OBESITY,New York,0.22617956134596218,0.5713020195339749,0.7109511947960225
177,OBESITY,Philadelphia,0.5883115153717347,0.6366552686520108,0.8116928335146044
178,OBESITY,San Diego,-0.18040949947747786,0.5358174949861625,0.5373282423620105
179,OBESITY,San Francisco,-5.96104813732717,0.26343571243287667,0.28683211373128736
180,PHLTH,Austin,0.015522793564828774,0.42287073374705486,0.48868447247065794
181,PHLTH,Baltimore,0.46988443079144493,0.5596545470502616,0.6879428490217679
182,PHLTH,Boston,0.5588889495255615,0.3919541145690374,0.7582859467603531
183,PHLTH,Chicago,0.6160292688010383,0.6757049925492912,0.7653143995737666
184,PHLTH,Los Angeles,0.3170836745374105,0.5421284498345522,0.5930263583881097
185,PHLTH,Memphis,0.07515190902399871,0.6372705018066724,0.7037514083875472
186,PHLTH,New York,0.30066332304042587,0.5711353684213224,0.6654620006652137
187,PHLTH,Philadelphia,0.38315969087165225,0.569736992956354,0.6509962048999437
188,PHLTH,San Diego,0.012831835027449667,0.5525883609336091,0.5458013348112015
189,PHLTH,San Francisco,-0.4357366855491245,0.35045029908773884,0.6916783916093501
190,SLEEP,Austin,-0.0075545311564320095,0.45260803409934436,0.6849107737911582
191,SLEEP,Baltimore,0.7798420299350532,0.5843418072250883,0.909403941199834
192,SLEEP,Boston,0.8355400081758333,0.5154542409411398,0.9068237523800982
193,SLEEP,Chicago,0.8428795668572739,0.7978202397730616,0.9244894867951804
194,SLEEP,Los Angeles,0.6177953097626301,0.6503475900301237,0.8160587845653475
195,SLEEP,Memphis,0.6762038637765131,0.7480625167549186,0.9331889296409985
196,SLEEP,New York,0.68997868659059,0.6188829233085893,0.8498022497183915
197,SLEEP,Philadelphia,0.6289315470946456,0.7278108738836874,0.920922253790493
198,SLEEP,San Diego,-0.14111024008874362,0.5461400710464168,0.6971156162064054
199,SLEEP,San Francisco,-0.8209111012629815,0.5198417272798863,0.8139036733662809
200,STROKE,Austin,0.2871012253104055,0.20185353337898182,0.5460367728691362
201,STROKE,Baltimore,0.5563354076940027,0.48374007672700814,0.7541201143440468
202,STROKE,Boston,0.7369823861524849,0.34483969649891244,0.8196913560747908
203,STROKE,Chicago,0.7816083969278929,0.7296210335613142,0.8550898763745672
204,STROKE,Los Angeles,0.2963151774962307,0.2730520141617313,0.4804262820063049
205,STROKE,Memphis,0.3805727580532978,0.5922422624259475,0.7601348686217817
206,STROKE,New York,0.2650362621086997,0.39452156812091055,0.6492732682234198
207,STROKE,Philadelphia,0.5376180466351058,0.4653318956900987,0.7416844780467813
208,STROKE,San Diego,0.14506856949480484,0.2637578647715737,0.5020249742229353
209,STROKE,San Francisco,0.19952016230489422,0.17984093398978473,0.7008351491044709
