,TractFIPS,AirQuality,Animals,Building,CodeEnforcement,Construction,Fire,Flooding,Garbage,Graffiti,HazardousMaterials,Homelessness,Household,IllegalDumping,Noise,Parks,Recycling,Rodents,Sewage,SnowRemoval,StormwaterDrainage,StreetConditions,Streetlights,TrafficSignals,Transportation,Trees,UnsanitaryConditions,Water,City,Year,TotalPopulation
0,06037101110.0,0,23,0,0,0,0,0,0,114,0,8,0,82,0,0,80,0,0,0,0,0,6,0,0,0,0,0,Los Angeles,2019,4283.0
1,06037101110.0,0,26,0,0,0,0,0,0,70,0,46,0,139,0,0,96,0,0,0,0,0,24,0,0,0,0,2,Los Angeles,2020,4283.0
2,06037101110.0,0,28,0,0,0,0,0,0,60,0,28,0,124,0,0,74,0,0,0,0,0,9,0,0,0,0,0,Los Angeles,2021,4283.0
3,06037101110.0,0,24,0,0,0,0,0,0,77,0,14,0,99,0,0,70,0,0,0,0,0,25,0,0,0,0,2,Los Angeles,2022,4283.0
4,06037101122.0,0,9,0,0,0,0,0,0,13,0,1,0,51,0,0,63,0,0,0,0,0,6,0,0,0,0,2,Los Angeles,2019,3405.0
5,06037101122.0,0,20,0,0,0,0,0,0,16,0,4,0,58,0,0,71,0,0,0,0,0,5,0,0,0,0,3,Los Angeles,2020,3405.0
6,06037101122.0,0,17,0,0,0,0,0,0,24,0,0,0,60,0,0,68,0,0,0,0,0,9,0,0,0,0,1,Los Angeles,2021,3405.0
7,06037101122.0,0,12,0,0,0,0,0,0,26,0,9,0,48,0,0,71,0,0,0,0,0,48,0,0,0,0,1,Los Angeles,2022,3405.0
8,06037101210.0,0,18,0,0,0,0,0,0,225,0,15,0,294,0,0,77,0,0,0,0,0,3,0,0,0,0,0,Los Angeles,2019,6347.0
9,06037101210.0,0,19,0,0,0,0,0,0,197,0,13,0,419,0,0,62,0,0,0,0,0,12,0,0,0,0,0,Los Angeles,2020,6347.0
10,06037101210.0,0,14,0,0,0,0,0,0,233,0,3,0,473,0,0,71,0,0,0,0,0,9,0,0,0,0,0,Los Angeles,2021,6347.0
11,06037101210.0,0,24,0,0,0,0,0,0,146,0,58,0,252,0,0,52,0,0,0,0,0,75,0,0,0,0,0,Los Angeles,2022,6347.0
12,06037101220.0,0,17,0,0,0,0,0,0,70,0,1,0,123,0,0,39,0,0,0,0,0,4,0,0,0,0,0,Los Angeles,2019,3702.0
13,06037101220.0,0,10,0,0,0,0,0,0,31,0,2,0,113,0,0,41,0,0,0,0,0,3,0,0,0,0,0,Los Angeles,2020,3702.0
14,06037101220.0,0,23,0,0,0,0,0,0,53,0,4,0,128,0,0,53,0,0,0,0,0,3,0,0,0,0,0,Los Angeles,2021,3702.0
15,06037101220.0,0,5,0,0,0,0,0,0,30,0,13,0,60,0,0,37,0,0,0,0,0,5,0,0,0,0,3,Los Angeles,2022,3702.0
16,06037101300.0,0,25,0,0,0,0,0,0,46,0,16,0,46,0,0,64,0,0,0,0,0,0,0,0,0,0,3,Los Angeles,2019,3884.0
17,06037101300.0,0,19,0,0,0,0,0,0,19,0,129,0,52,0,0,71,0,0,0,0,0,5,0,0,0,0,2,Los Angeles,2020,3884.0
18,06037101300.0,0,25,0,0,0,0,0,0,22,0,143,0,72,0,0,70,0,0,0,0,0,10,0,0,0,0,1,Los Angeles,2021,3884.0
19,06037101300.0,0,23,0,0,0,0,0,0,22,0,102,0,65,0,0,54,0,0,0,0,0,49,0,0,0,0,1,Los Angeles,2022,3884.0
20,06037101400.0,0,29,0,0,0,0,0,0,120,0,26,0,163,0,0,59,0,0,0,0,0,11,0,0,0,0,2,Los Angeles,2019,3458.0
21,06037101400.0,0,27,0,0,0,0,0,0,62,0,42,0,232,0,0,99,0,0,0,0,0,12,0,0,0,0,2,Los Angeles,2020,3458.0
22,06037101400.0,0,30,0,0,0,0,0,0,114,0,81,0,388,0,0,68,0,0,0,0,0,6,0,0,0,0,0,Los Angeles,2021,3458.0
23,06037101400.0,0,26,0,0,0,0,0,0,146,0,138,0,212,0,0,71,0,0,0,0,0,68,0,0,0,0,2,Los Angeles,2022,3458.0
24,06037102103.0,0,12,0,0,0,0,0,0,31,0,1,0,31,0,0,26,0,0,0,0,0,18,0,0,0,0,0,Los Angeles,2019,1763.0
25,06037102103.0,0,6,0,0,0,0,0,0,34,0,11,0,30,0,0,27,0,0,0,0,0,3,0,0,0,0,0,Los Angeles,2020,1763.0
26,06037102103.0,0,9,0,0,0,0,0,0,33,0,7,0,16,0,0,24,0,0,0,0,0,2,0,0,0,0,0,Los Angeles,2021,1763.0
27,06037102103.0,0,6,0,0,0,0,0,0,8,0,23,0,20,0,0,24,0,0,0,0,0,4,0,0,0,0,0,Los Angeles,2022,1763.0
28,06037102104.0,0,7,0,0,0,0,0,0,20,0,22,0,31,0,0,68,0,0,0,0,0,23,0,0,0,0,0,Los Angeles,2019,3721.0
29,06037102104.0,0,18,0,0,0,0,0,0,14,0,4,0,29,0,0,86,0,0,0,0,0,4,0,0,0,0,0,Los Angeles,2020,3721.0
30,06037102104.0,0,14,0,0,0,0,0,0,6,0,4,0,31,0,0,83,0,0,0,0,0,6,0,0,0,0,1,Los Angeles,2021,3721.0
31,06037102104.0,0,15,0,0,0,0,0,0,17,0,7,0,60,0,0,71,0,0,0,0,0,5,0,0,0,0,2,Los Angeles,2022,3721.0
32,06037102105.0,0,6,0,0,0,0,0,0,17,0,4,0,37,0,0,31,0,0,0,0,0,0,0,0,0,0,0,Los Angeles,2019,1905.0
33,06037102105.0,0,13,0,0,0,0,0,0,15,0,5,0,35,0,0,49,0,0,0,0,0,0,0,0,0,0,0,Los Angeles,2020,1905.0
34,06037102105.0,0,9,0,0,0,0,0,0,13,0,14,0,33,0,0,40,0,0,0,0,0,0,0,0,0,0,0,Los Angeles,2021,1905.0
35,06037102105.0,0,18,0,0,0,0,0,0,20,0,10,0,27,0,0,27,0,0,0,0,0,2,0,0,0,0,1,Los Angeles,2022,1905.0
36,06037102107.0,0,43,0,0,0,0,0,0,118,0,17,0,99,0,0,29,0,0,0,0,0,35,0,0,0,0,0,Los Angeles,2019,4349.0
37,06037102107.0,0,43,0,0,0,0,0,0,85,0,117,0,136,0,0,57,0,0,0,0,0,19,0,0,0,0,1,Los Angeles,2020,4349.0
38,06037102107.0,0,28,0,0,0,0,0,0,152,0,60,0,271,0,0,40,0,0,0,0,0,12,0,0,0,0,2,Los Angeles,2021,4349.0
39,06037102107.0,0,40,0,0,0,0,0,0,89,0,36,0,168,0,0,37,0,0,0,0,0,23,0,0,0,0,7,Los Angeles,2022,4349.0
40,06037103101.0,0,6,0,0,0,0,0,0,16,0,4,0,21,0,0,37,0,0,0,0,0,1,0,0,0,0,1,Los Angeles,2019,2428.0
41,06037103101.0,0,16,0,0,0,0,0,0,6,0,5,0,35,0,0,49,0,0,0,0,0,0,0,0,0,0,0,Los Angeles,2020,2428.0
42,06037103101.0,0,12,0,0,0,0,0,0,14,0,2,0,32,0,0,42,0,0,0,0,0,32,0,0,0,0,0,Los Angeles,2021,2428.0
43,06037103101.0,0,11,0,0,0,0,0,0,9,0,5,0,39,0,0,50,0,0,0,0,0,118,0,0,0,0,0,Los Angeles,2022,2428.0
44,06037103102.0,0,28,0,0,0,0,0,0,190,0,9,0,48,0,0,79,0,0,0,0,0,0,0,0,0,0,2,Los Angeles,2019,4734.0
45,06037103102.0,0,15,0,0,0,0,0,0,101,0,25,0,97,0,0,122,0,0,0,0,0,3,0,0,0,0,1,Los Angeles,2020,4734.0
46,06037103102.0,0,35,0,0,0,0,0,0,77,0,110,0,97,0,0,65,0,0,0,0,0,7,0,0,0,0,0,Los Angeles,2021,4734.0
47,06037103102.0,0,24,0,0,0,0,0,0,108,0,37,0,59,0,0,70,0,0,0,0,0,50,0,0,0,0,2,Los Angeles,2022,4734.0
48,06037103200.0,0,51,0,0,0,0,0,0,137,0,244,0,92,0,0,89,0,0,0,0,0,39,0,0,0,0,0,Los Angeles,2019,6349.0
49,06037103200.0,0,61,0,0,0,0,0,0,84,0,150,0,203,0,0,100,0,0,0,0,0,31,0,0,0,0,1,Los Angeles,2020,6349.0
50,06037103200.0,0,54,0,0,0,0,0,0,140,0,153,0,160,0,0,80,0,0,0,0,0,61,0,0,0,0,0,Los Angeles,2021,6349.0
51,06037103200.0,0,78,0,0,0,0,0,0,75,0,128,0,142,0,0,71,0,0,0,0,0,136,0,0,0,0,3,Los Angeles,2022,6349.0
52,06037103300.0,0,54,0,0,0,0,0,0,40,0,10,0,108,0,0,47,0,0,0,0,0,26,0,0,0,0,0,Los Angeles,2019,3781.0
53,06037103300.0,0,76,0,0,0,0,0,0,14,0,20,0,80,0,0,73,0,0,0,0,0,11,0,0,0,0,1,Los Angeles,2020,3781.0
54,06037103300.0,0,69,0,0,0,0,0,0,16,0,12,0,60,0,0,45,0,0,0,0,0,22,0,0,0,0,0,Los Angeles,2021,3781.0
55,06037103300.0,0,71,0,0,0,0,0,0,19,0,14,0,61,0,0,52,0,0,0,0,0,43,0,0,0,0,1,Los Angeles,2022,3781.0
56,06037103400.0,0,36,0,0,0,0,0,0,182,0,79,0,132,0,0,104,0,0,0,0,0,13,0,0,0,0,1,Los Angeles,2019,6416.0
57,06037103400.0,0,38,0,0,0,0,0,0,81,0,70,0,185,0,0,123,0,0,0,0,0,10,0,0,0,0,0,Los Angeles,2020,6416.0
58,06037103400.0,0,60,0,0,0,0,0,0,81,0,55,0,145,0,0,99,0,0,0,0,0,9,0,0,0,0,0,Los Angeles,2021,6416.0
59,06037103400.0,0,55,0,0,0,0,0,0,119,0,78,0,104,0,0,81,0,0,0,0,0,76,0,0,0,0,3,Los Angeles,2022,6416.0
60,06037104103.0,0,34,0,0,0,0,0,0,45,0,41,0,69,0,0,68,0,0,0,0,0,8,0,0,0,0,0,Los Angeles,2019,3431.0
61,06037104103.0,0,38,0,0,0,0,0,0,76,0,8,0,122,0,0,62,0,0,0,0,0,23,0,0,0,0,0,Los Angeles,2020,3431.0
62,06037104103.0,0,34,0,0,0,0,0,0,60,0,11,0,136,0,0,64,0,0,0,0,0,16,0,0,0,0,0,Los Angeles,2021,3431.0
63,06037104103.0,0,36,0,0,0,0,0,0,20,0,17,0,135,0,0,52,0,0,0,0,0,39,0,0,0,0,1,Los Angeles,2022,3431.0
64,06037104105.0,0,33,0,0,0,0,0,0,206,0,19,0,90,0,0,63,0,0,0,0,0,2,0,0,0,0,0,Los Angeles,2019,6054.0
65,06037104105.0,0,11,0,0,0,0,0,0,284,0,1,0,200,0,0,70,0,0,0,0,0,18,0,0,0,0,1,Los Angeles,2020,6054.0
66,06037104105.0,0,20,0,0,0,0,0,0,159,0,12,0,187,0,0,57,0,0,0,0,0,12,0,0,0,0,0,Los Angeles,2021,6054.0
67,06037104105.0,0,15,0,0,0,0,0,0,79,0,62,0,123,0,0,67,0,0,0,0,0,34,0,0,0,0,0,Los Angeles,2022,6054.0
68,06037104108.0,0,33,0,0,0,0,0,0,199,0,23,0,136,0,0,79,0,0,0,0,0,11,0,0,0,0,0,Los Angeles,2019,6001.0
69,06037104108.0,0,31,0,0,0,0,0,0,331,0,48,0,218,0,0,73,0,0,0,0,0,36,0,0,0,0,1,Los Angeles,2020,6001.0
70,06037104108.0,0,27,0,0,0,0,0,0,230,0,58,0,203,0,0,63,0,0,0,0,0,18,0,0,0,0,0,Los Angeles,2021,6001.0
71,06037104108.0,0,34,0,0,0,0,0,0,104,0,58,0,199,0,0,65,0,0,0,0,0,41,0,0,0,0,3,Los Angeles,2022,6001.0
72,06037104201.0,0,31,0,0,0,0,0,0,2106,0,30,0,159,0,0,58,0,0,0,0,0,9,0,0,0,0,0,Los Angeles,2019,4569.0
73,06037104201.0,0,35,0,0,0,0,0,0,466,0,58,0,184,0,0,75,0,0,0,0,0,7,0,0,0,0,0,Los Angeles,2020,4569.0
74,06037104201.0,0,38,0,0,0,0,0,0,637,0,45,0,200,0,0,54,0,0,0,0,0,42,0,0,0,0,1,Los Angeles,2021,4569.0
75,06037104201.0,0,34,0,0,0,0,0,0,304,0,45,0,118,0,0,54,0,0,0,0,0,74,0,0,0,0,1,Los Angeles,2022,4569.0
76,06037104203.0,0,27,0,0,0,0,0,0,241,0,5,0,116,0,0,55,0,0,0,0,0,11,0,0,0,0,0,Los Angeles,2019,5441.0
77,06037104203.0,0,29,0,0,0,0,0,0,264,0,8,0,142,0,0,47,0,0,0,0,0,16,0,0,0,0,1,Los Angeles,2020,5441.0
78,06037104203.0,0,28,0,0,0,0,0,0,243,0,7,0,203,0,0,45,0,0,0,0,0,8,0,0,0,0,0,Los Angeles,2021,5441.0
79,06037104203.0,0,28,0,0,0,0,0,0,90,0,9,0,137,0,0,39,0,0,0,0,0,58,0,0,0,0,0,Los Angeles,2022,5441.0
80,06037104204.0,0,16,0,0,0,0,0,0,134,0,48,0,108,0,0,30,0,0,0,0,0,9,0,0,0,0,0,Los Angeles,2019,3679.0
81,06037104204.0,0,27,0,0,0,0,0,0,154,0,53,0,134,0,0,29,0,0,0,0,0,8,0,0,0,0,1,Los Angeles,2020,3679.0
82,06037104204.0,0,20,0,0,0,0,0,0,222,0,33,0,123,0,0,36,0,0,0,0,0,27,0,0,0,0,0,Los Angeles,2021,3679.0
83,06037104204.0,0,19,0,0,0,0,0,0,122,0,36,0,73,0,0,25,0,0,0,0,0,38,0,0,0,0,0,Los Angeles,2022,3679.0
84,06037104310.0,0,37,0,0,0,0,0,0,224,0,50,0,118,0,0,79,0,0,0,0,0,35,0,0,0,0,1,Los Angeles,2019,4962.0
85,06037104310.0,0,29,0,0,0,0,0,0,256,0,72,0,199,0,0,92,0,0,0,0,0,23,0,0,0,0,0,Los Angeles,2020,4962.0
86,06037104310.0,0,24,0,0,0,0,0,0,205,0,49,0,329,0,0,89,0,0,0,0,0,56,0,0,0,0,0,Los Angeles,2021,4962.0
87,06037104310.0,0,38,0,0,0,0,0,0,117,0,122,0,237,0,0,67,0,0,0,0,0,93,0,0,0,0,2,Los Angeles,2022,4962.0
88,06037104320.0,0,44,0,0,0,0,0,0,319,0,179,0,322,0,0,58,0,0,0,0,0,51,0,0,0,0,0,Los Angeles,2019,5292.0
89,06037104320.0,0,73,0,0,0,0,0,0,380,0,61,0,299,0,0,78,0,0,0,0,0,8,0,0,0,0,0,Los Angeles,2020,5292.0
90,06037104320.0,0,58,0,0,0,0,0,0,574,0,50,0,351,0,0,73,0,0,0,0,0,29,0,0,0,0,1,Los Angeles,2021,5292.0
91,06037104320.0,0,73,0,0,0,0,0,0,364,0,90,0,213,0,0,47,0,0,0,0,0,238,0,0,0,0,1,Los Angeles,2022,5292.0
92,06037104401.0,0,32,0,0,0,0,0,0,243,0,15,0,75,0,0,36,0,0,0,0,0,16,0,0,0,0,0,Los Angeles,2019,3270.0
93,06037104401.0,0,20,0,0,0,0,0,0,254,0,68,0,94,0,0,24,0,0,0,0,0,7,0,0,0,0,0,Los Angeles,2020,3270.0
94,06037104401.0,0,22,0,0,0,0,0,0,211,0,30,0,122,0,0,39,0,0,0,0,0,93,0,0,0,0,0,Los Angeles,2021,3270.0
95,06037104401.0,0,32,0,0,0,0,0,0,138,0,21,0,64,0,0,46,0,0,0,0,0,27,0,0,0,0,1,Los Angeles,2022,3270.0
96,06037104403.0,0,45,0,0,0,0,0,0,424,0,35,0,128,0,0,29,0,0,0,0,0,29,0,0,0,0,0,Los Angeles,2019,3341.0
97,06037104403.0,0,32,0,0,0,0,0,0,421,0,21,0,130,0,0,37,0,0,0,0,0,28,0,0,0,0,2,Los Angeles,2020,3341.0
98,06037104403.0,0,37,0,0,0,0,0,0,325,0,21,0,121,0,0,40,0,0,0,0,0,26,0,0,0,0,0,Los Angeles,2021,3341.0
99,06037104403.0,0,35,0,0,0,0,0,0,200,0,23,0,102,0,0,31,0,0,0,0,0,35,0,0,0,0,0,Los Angeles,2022,3341.0
100,06037104404.0,0,23,0,0,0,0,0,0,330,0,21,0,95,0,0,33,0,0,0,0,0,5,0,0,0,0,1,Los Angeles,2019,3084.0
101,06037104404.0,0,16,0,0,0,0,0,0,237,0,55,0,109,0,0,37,0,0,0,0,0,3,0,0,0,0,1,Los Angeles,2020,3084.0
102,06037104404.0,0,17,0,0,0,0,0,0,310,0,32,0,101,0,0,40,0,0,0,0,0,52,0,0,0,0,1,Los Angeles,2021,3084.0
103,06037104404.0,0,38,0,0,0,0,0,0,278,0,36,0,61,0,0,22,0,0,0,0,0,14,0,0,0,0,1,Los Angeles,2022,3084.0
104,06037104500.0,0,28,0,0,0,0,0,0,263,0,1,0,146,0,0,56,0,0,0,0,0,5,0,0,0,0,0,Los Angeles,2019,3025.0
105,06037104500.0,0,29,0,0,0,0,0,0,185,0,2,0,155,0,0,51,0,0,0,0,0,2,0,0,0,0,0,Los Angeles,2020,3025.0
106,06037104500.0,0,34,0,0,0,0,0,0,196,0,2,0,100,0,0,49,0,0,0,0,0,2,0,0,0,0,2,Los Angeles,2021,3025.0
107,06037104500.0,0,30,0,0,0,0,0,0,100,0,7,0,63,0,0,37,0,0,0,0,0,6,0,0,0,0,1,Los Angeles,2022,3025.0
108,06037104610.0,0,29,0,0,0,0,0,0,152,0,16,0,77,0,0,30,0,0,0,0,0,9,0,0,0,0,1,Los Angeles,2019,3386.0
109,06037104610.0,0,29,0,0,0,0,0,0,159,0,4,0,142,0,0,48,0,0,0,0,0,16,0,0,0,0,0,Los Angeles,2020,3386.0
110,06037104610.0,0,27,0,0,0,0,0,0,132,0,25,0,111,0,0,45,0,0,0,0,0,10,0,0,0,0,0,Los Angeles,2021,3386.0
111,06037104610.0,0,16,0,0,0,0,0,0,113,0,39,0,149,0,0,45,0,0,0,0,0,14,0,0,0,0,0,Los Angeles,2022,3386.0
112,06037104620.0,0,27,0,0,0,0,0,0,87,0,2,0,116,0,0,53,0,0,0,0,0,27,0,0,0,0,0,Los Angeles,2019,3528.0
113,06037104620.0,0,18,0,0,0,0,0,0,93,0,4,0,140,0,0,63,0,0,0,0,0,11,0,0,0,0,0,Los Angeles,2020,3528.0
114,06037104620.0,0,25,0,0,0,0,0,0,100,0,11,0,98,0,0,46,0,0,0,0,0,14,0,0,0,0,0,Los Angeles,2021,3528.0
115,06037104620.0,0,27,0,0,0,0,0,0,77,0,17,0,112,0,0,69,0,0,0,0,0,5,0,0,0,0,0,Los Angeles,2022,3528.0
116,06037104701.0,0,19,0,0,0,0,0,0,88,0,13,0,134,0,0,25,0,0,0,0,0,11,0,0,0,0,0,Los Angeles,2019,4402.0
117,06037104701.0,0,26,0,0,0,0,0,0,109,0,9,0,126,0,0,29,0,0,0,0,0,7,0,0,0,0,0,Los Angeles,2020,4402.0
118,06037104701.0,0,22,0,0,0,0,0,0,106,0,7,0,101,0,0,28,0,0,0,0,0,50,0,0,0,0,0,Los Angeles,2021,4402.0
119,06037104701.0,0,29,0,0,0,0,0,0,76,0,17,0,90,0,0,14,0,0,0,0,0,34,0,0,0,0,0,Los Angeles,2022,4402.0
120,06037104703.0,0,16,0,0,0,0,0,0,103,0,54,0,171,0,0,15,0,0,0,0,0,20,0,0,0,0,0,Los Angeles,2019,2174.0
121,06037104703.0,0,13,0,0,0,0,0,0,105,0,159,0,193,0,0,19,0,0,0,0,0,14,0,0,0,0,0,Los Angeles,2020,2174.0
122,06037104703.0,0,17,0,0,0,0,0,0,95,0,121,0,164,0,0,9,0,0,0,0,0,0,0,0,0,0,1,Los Angeles,2021,2174.0
123,06037104703.0,0,14,0,0,0,0,0,0,44,0,149,0,96,0,0,11,0,0,0,0,0,3,0,0,0,0,1,Los Angeles,2022,2174.0
124,06037104704.0,0,25,0,0,0,0,0,0,225,0,59,0,146,0,0,38,0,0,0,0,0,29,0,0,0,0,2,Los Angeles,2019,4321.0
125,06037104704.0,0,20,0,0,0,0,0,0,163,0,26,0,151,0,0,48,0,0,0,0,0,26,0,0,0,0,0,Los Angeles,2020,4321.0
126,06037104704.0,0,20,0,0,0,0,0,0,113,0,49,0,170,0,0,45,0,0,0,0,0,4,0,0,0,0,1,Los Angeles,2021,4321.0
127,06037104704.0,0,22,0,0,0,0,0,0,75,0,37,0,62,0,0,48,0,0,0,0,0,20,0,0,0,0,2,Los Angeles,2022,4321.0
128,06037104810.0,0,35,0,0,0,0,0,0,177,0,29,0,119,0,0,55,0,0,0,0,0,190,0,0,0,0,0,Los Angeles,2019,5631.0
129,06037104810.0,0,17,0,0,0,0,0,0,150,0,101,0,167,0,0,68,0,0,0,0,0,8,0,0,0,0,0,Los Angeles,2020,5631.0
130,06037104810.0,0,55,0,0,0,0,0,0,185,0,87,0,180,0,0,73,0,0,0,0,0,37,0,0,0,0,0,Los Angeles,2021,5631.0
131,06037104810.0,0,45,0,0,0,0,0,0,114,0,62,0,121,0,0,47,0,0,0,0,0,27,0,0,0,0,0,Los Angeles,2022,5631.0
132,06037104821.0,0,27,0,0,0,0,0,0,161,0,9,0,108,0,0,31,0,0,0,0,0,77,0,0,0,0,0,Los Angeles,2019,3551.0
133,06037104821.0,0,21,0,0,0,0,0,0,189,0,25,0,147,0,0,38,0,0,0,0,0,30,0,0,0,0,1,Los Angeles,2020,3551.0
134,06037104821.0,0,24,0,0,0,0,0,0,187,0,19,0,83,0,0,39,0,0,0,0,0,6,0,0,0,0,0,Los Angeles,2021,3551.0
135,06037104821.0,0,24,0,0,0,0,0,0,116,0,12,0,93,0,0,20,0,0,0,0,0,10,0,0,0,0,0,Los Angeles,2022,3551.0
136,06037104822.0,0,23,0,0,0,0,0,0,206,0,35,0,82,0,0,22,0,0,0,0,0,88,0,0,0,0,3,Los Angeles,2019,2839.0
137,06037104822.0,0,17,0,0,0,0,0,0,252,0,102,0,81,0,0,19,0,0,0,0,0,17,0,0,0,0,0,Los Angeles,2020,2839.0
138,06037104822.0,0,12,0,0,0,0,0,0,295,0,61,0,52,0,0,22,0,0,0,0,0,2,0,0,0,0,0,Los Angeles,2021,2839.0
139,06037104822.0,0,21,0,0,0,0,0,0,163,0,69,0,74,0,0,14,0,0,0,0,0,28,0,0,0,0,2,Los Angeles,2022,2839.0
140,06037106010.0,0,23,0,0,0,0,0,0,151,0,15,0,41,0,0,46,0,0,0,0,0,3,0,0,0,0,4,Los Angeles,2019,3093.0
141,06037106010.0,0,33,0,0,0,0,0,0,142,0,14,0,101,0,0,59,0,0,0,0,0,12,0,0,0,0,0,Los Angeles,2020,3093.0
142,06037106010.0,0,21,0,0,0,0,0,0,105,0,40,0,45,0,0,56,0,0,0,0,0,37,0,0,0,0,1,Los Angeles,2021,3093.0
143,06037106010.0,0,36,0,0,0,0,0,0,168,0,4,0,40,0,0,43,0,0,0,0,0,25,0,0,0,0,0,Los Angeles,2022,3093.0
144,06037106020.0,0,41,0,0,0,0,0,0,458,0,11,0,96,0,0,73,0,0,0,0,0,3,0,0,0,0,1,Los Angeles,2019,5420.0
145,06037106020.0,0,39,0,0,0,0,0,0,302,0,26,0,166,0,0,120,0,0,0,0,0,11,0,0,0,0,1,Los Angeles,2020,5420.0
146,06037106020.0,0,33,0,0,0,0,0,0,303,0,16,0,93,0,0,95,0,0,0,0,0,19,0,0,0,0,1,Los Angeles,2021,5420.0
147,06037106020.0,0,63,0,0,0,0,0,0,323,0,22,0,61,0,0,72,0,0,0,0,0,30,0,0,0,0,1,Los Angeles,2022,5420.0
148,06037106111.0,0,27,0,0,0,0,0,0,165,0,2,0,29,0,0,61,0,0,0,0,0,17,0,0,0,0,2,Los Angeles,2019,4191.0
149,06037106111.0,0,46,0,0,0,0,0,0,106,0,12,0,20,0,0,91,0,0,0,0,0,10,0,0,0,0,0,Los Angeles,2020,4191.0
150,06037106111.0,0,24,0,0,0,0,0,0,74,0,0,0,10,0,0,92,0,0,0,0,0,17,0,0,0,0,0,Los Angeles,2021,4191.0
151,06037106111.0,0,19,0,0,0,0,0,0,162,0,0,0,17,0,0,82,0,0,0,0,0,50,0,0,0,0,1,Los Angeles,2022,4191.0
152,06037106112.0,0,50,0,0,0,0,0,0,1584,0,23,0,141,0,0,90,0,0,0,0,0,24,0,0,0,0,0,Los Angeles,2019,5611.0
153,06037106112.0,0,65,0,0,0,0,0,0,694,0,65,0,151,0,0,117,0,0,0,0,0,10,0,0,0,0,1,Los Angeles,2020,5611.0
154,06037106112.0,0,39,0,0,0,0,0,0,754,0,16,0,92,0,0,113,0,0,0,0,0,16,0,0,0,0,0,Los Angeles,2021,5611.0
155,06037106112.0,0,44,0,0,0,0,0,0,429,0,18,0,59,0,0,83,0,0,0,0,0,13,0,0,0,0,3,Los Angeles,2022,5611.0
156,06037106113.0,0,24,0,0,0,0,0,0,851,0,65,0,68,0,0,60,0,0,0,0,0,8,0,0,0,0,0,Los Angeles,2019,3697.0
157,06037106113.0,0,23,0,0,0,0,0,0,494,0,64,0,140,0,0,50,0,0,0,0,0,8,0,0,0,0,0,Los Angeles,2020,3697.0
158,06037106113.0,0,25,0,0,0,0,0,0,547,0,23,0,61,0,0,60,0,0,0,0,0,49,0,0,0,0,0,Los Angeles,2021,3697.0
159,06037106113.0,0,22,0,0,0,0,0,0,862,0,23,0,41,0,0,40,0,0,0,0,0,16,0,0,0,0,0,Los Angeles,2022,3697.0
160,06037106114.0,0,44,0,0,0,0,0,0,1571,0,45,0,109,0,0,94,0,0,0,0,0,9,0,0,0,0,0,Los Angeles,2019,6324.0
161,06037106114.0,0,35,0,0,0,0,0,0,1176,0,100,0,169,0,0,92,0,0,0,0,0,26,0,0,0,0,1,Los Angeles,2020,6324.0
162,06037106114.0,0,25,0,0,0,0,0,0,1323,0,58,0,117,0,0,76,0,0,0,0,0,25,0,0,0,0,3,Los Angeles,2021,6324.0
163,06037106114.0,0,36,0,0,0,0,0,0,1938,0,78,0,72,0,0,55,0,0,0,0,0,17,0,0,0,0,4,Los Angeles,2022,6324.0
164,06037106403.0,0,33,0,0,0,0,0,0,939,0,3,0,89,0,0,51,0,0,0,0,0,5,0,0,0,0,0,Los Angeles,2019,3667.0
165,06037106403.0,0,37,0,0,0,0,0,0,795,0,6,0,53,0,0,67,0,0,0,0,0,7,0,0,0,0,0,Los Angeles,2020,3667.0
166,06037106403.0,0,41,0,0,0,0,0,0,445,0,7,0,68,0,0,73,0,0,0,0,0,1,0,0,0,0,0,Los Angeles,2021,3667.0
167,06037106403.0,0,40,0,0,0,0,0,0,649,0,22,0,43,0,0,56,0,0,0,0,0,9,0,0,0,0,0,Los Angeles,2022,3667.0
168,06037106405.0,0,44,0,0,0,0,0,0,1222,0,5,0,285,0,0,35,0,0,0,0,0,7,0,0,0,0,2,Los Angeles,2019,4758.0
169,06037106405.0,0,33,0,0,0,0,0,0,583,0,6,0,186,0,0,62,0,0,0,0,0,3,0,0,0,0,1,Los Angeles,2020,4758.0
170,06037106405.0,0,42,0,0,0,0,0,0,532,0,7,0,125,0,0,47,0,0,0,0,0,14,0,0,0,0,1,Los Angeles,2021,4758.0
171,06037106405.0,0,45,0,0,0,0,0,0,745,0,26,0,153,0,0,24,0,0,0,0,0,9,0,0,0,0,3,Los Angeles,2022,4758.0
172,06037106406.0,0,44,0,0,0,0,0,0,425,0,18,0,165,0,0,72,0,0,0,0,0,54,0,0,0,0,2,Los Angeles,2019,5839.0
173,06037106406.0,0,29,0,0,0,0,0,0,251,0,103,0,314,0,0,122,0,0,0,0,0,26,0,0,0,0,1,Los Angeles,2020,5839.0
174,06037106406.0,0,44,0,0,0,0,0,0,302,0,36,0,307,0,0,82,0,0,0,0,0,33,0,0,0,0,0,Los Angeles,2021,5839.0
175,06037106406.0,0,75,0,0,0,0,0,0,275,0,52,0,221,0,0,88,0,0,0,0,0,37,0,0,0,0,1,Los Angeles,2022,5839.0
176,06037106407.0,0,8,0,0,0,0,0,0,796,0,3,0,54,0,0,18,0,0,0,0,0,1,0,0,0,0,0,Los Angeles,2019,3119.0
